sample-id	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	sample_ident
24N_Day7_5	12986.24N.Day7.5	10.0	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986	feces	mouse gut metagenome	female	410661	24N-5_Day7	56.8	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1		24N_Day7_5
24N_Day7_6	12986.24N.Day7.6	10.0	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986	feces	mouse gut metagenome	female	410661	24N-6_Day7	45.4	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1		24N_Day7_6
24N_Day7_7	12986.24N.Day7.7	10.0	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986	feces	mouse gut metagenome	female	410661	24N-7_Day7	19.6	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1		24N_Day7_7
24N_Day7_8	12986.24N.Day7.8	10.0	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986	feces	mouse gut metagenome	female	410661	24N-8_Day7	52.3	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1		24N_Day7_8
24N_Day7_9	12986.24N.Day7.9	10.0	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986	feces	mouse gut metagenome	female	410661	24N-9_Day7	28.8	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1		24N_Day7_9
25L_Day7_1	12986.25L.Day7.1	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-1_Day7	26.8	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_1
25L_Day7_10	12986.25L.Day7.10	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-10_Day7	42.6	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_10
25L_Day7_11	12986.25L.Day7.11	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-11_Day7	39.2	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_11
25L_Day7_12	12986.25L.Day7.12	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-12_Day7	27.8	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_12
25L_Day7_13	12986.25L.Day7.13	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-13_Day7	73.0	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_13
25L_Day7_15	12986.25L.Day7.15	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-15_Day7	98.7	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_15
25L_Day7_16	12986.25L.Day7.16	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-16_Day7	56.4	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_16
25L_Day7_17	12986.25L.Day7.17	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-17_Day7	55.8	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_17
25L_Day7_18	12986.25L.Day7.18	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-18_Day7	73.5	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_18
25L_Day7_19	12986.25L.Day7.19	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-19_Day7	62.8	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_19
25L_Day7_2	12986.25L.Day7.2	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-2_Day7	29.5	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_2
25L_Day7_20	12986.25L.Day7.20	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-20_Day7	46.9	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_20
25L_Day7_21	12986.25L.Day7.21	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-21_Day7	37.2	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_21
25L_Day7_23	12986.25L.Day7.23	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-23_Day7	16.8	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_23
25L_Day7_24	12986.25L.Day7.24	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-24_Day7	55.1	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_24
25L_Day7_3	12986.25L.Day7.3	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-3_Day7	48.9	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_3
25L_Day7_4	12986.25L.Day7.4	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-4_Day7	37.1	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_4
25L_Day7_5	12986.25L.Day7.5	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-5_Day7	28.1	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_5
25L_Day7_6	12986.25L.Day7.6	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-6_Day7	33.8	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_6
25L_Day7_7	12986.25L.Day7.7	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-7_Day7	23.3	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_7
25L_Day7_8	12986.25L.Day7.8	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-8_Day7	14.4	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_8
25L_Day7_9	12986.25L.Day7.9	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25L	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25L	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25L-9_Day7	54.8	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25L_Day7_9
25N_Day7_1	12986.25N.Day7.1	10.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-1_Day7	28.6	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_1
25N_Day7_10	12986.25N.Day7.10	10.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-10_Day7	30.2	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_10
25N_Day7_11	12986.25N.Day7.11	10.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-11_Day7	32.4	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_11
25N_Day7_12	12986.25N.Day7.12	10.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-12_Day7	24.2	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_12
25N_Day7_13	12986.25N.Day7.13	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-13_Day7	52.4	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_13
25N_Day7_14	12986.25N.Day7.14	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-14_Day7	38.1	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_14
25N_Day7_15	12986.25N.Day7.15	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-15_Day7	61.3	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_15
25N_Day7_16	12986.25N.Day7.16	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-16_Day7	55.3	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_16
25N_Day7_17	12986.25N.Day7.17	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-17_Day7	61.5	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_17
25N_Day7_18	12986.25N.Day7.18	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-18_Day7	50.5	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_18
25N_Day7_19	12986.25N.Day7.19	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-19_Day7	43.4	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_19
25N_Day7_2	12986.25N.Day7.2	10.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-2_Day7	42.3	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_2
25N_Day7_20	12986.25N.Day7.20	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-20_Day7	63.0	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_20
25N_Day7_21	12986.25N.Day7.21	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-21_Day7	68.5	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_21
25N_Day7_22	12986.25N.Day7.22	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-22_Day7	38.9	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_22
25N_Day7_23	12986.25N.Day7.23	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-23_Day7	59.0	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_23
25N_Day7_24	12986.25N.Day7.24	14.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-24_Day7	46.9	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_24
25N_Day7_3	12986.25N.Day7.3	10.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	25N	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/4/17 0:00	25N	C57Bl/6	12986	feces	mouse gut metagenome	male	410661	25N-3_Day7	23.1	25N	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1		25N_Day7_3
