feature-id	short-id	qiita_sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	host_age_units	tube_id	plate
43B_Day7_3_S119_AZ51_mut	43B_Day7_3	12986.43B.Day7.3		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43B	3	7/3/17	43B	male	43B	B1	B	9/20/17					weeks	43B_Day7_3	6.0
41L_Month1_16_S506_AZ51_mut	41L_Month1_16	12986.41L.Month1.16		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41L	16	7/6/17	41L	male	41L	A1	A	10/17/17					weeks	41L_Month1_16	25.0
42N_Month3_13_S1524_AZ51_mut	42N_Month3_13	12986.42N.Month3.13		42	Month3	12/12/17 10:00	9/13/17	RC	23.0	42N	13	7/6/17	42N	female	42N	A1	A	12/12/17					weeks	42N_Month3_13	11.0
43R_Month6_23_S662_AZ51_mut	43R_Month6_23	12986.43R.Month6.23		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43R	23	7/3/17	43R	male	43R	B1	B	3/13/18					weeks	43R_Month6_23	18.0
44B_Month6_3_S1735_AZ51_mut	44B_Month6_3	12986.44B.Month6.3		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44B	3	7/3/17	44B	female	44B	A2	A	3/13/18					weeks	44B_Month6_3	19.0
44R_Month6_21_S1782_AZ51_mut	44R_Month6_21	12986.44R.Month6.21		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44R	21	7/3/17	44R	female	44R	A2	A	3/13/18					weeks	44R_Month6_21	19.0
41B_Day7_20_S58_AZ51_mut	41B_Day7_20	12986.41B.Day7.20		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41B	20	7/6/17	41B	male	41B	A1	A	9/20/17					weeks	41B_Day7_20	5.0
41B_Day7_10_S73_AZ51_mut	41B_Day7_10	12986.41B.Day7.10		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41B	10	7/6/17	41B	male	41B	A1	A	9/20/17					weeks	41B_Day7_10	5.0
41N_Month6_6_S425_AZ51_mut	41N_Month6_6	12986.41N.Month6.6		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41N	6	7/6/17	41N	male	41N	A1	A	3/13/18					weeks	41N_Month6_6	16.0
42N_Month6_9_S547_AZ51_mut	42N_Month6_9	12986.42N.Month6.9		42	Month6	3/13/18 10:00	9/13/17	RC	36.0	42N	9	7/6/17	42N	female	42N	A1	A	3/13/18					weeks	42N_Month6_9	17.0
46R_Month1_8_S1871_AZ51_mut	46R_Month1_8	12986.46R.Month1.8		46	Month1	10/17/17 10:00	9/13/17	RC	15.0	46R	8	7/3/17	46R	female	46R	B1	B	10/17/17					weeks	46R_Month1_8	23.0
42L_Month6_19_S534_AZ51_mut	42L_Month6_19	12986.42L.Month6.19		42	Month6	3/13/18 10:00	9/13/17	RC	36.0	42L	19	7/6/17	42L	female	42L	A1	A	3/13/18					weeks	42L_Month6_19	17.0
43N_Day7_20_S154_AZ51_mut	43N_Day7_20	12986.43N.Day7.20		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43N	20	7/3/17	43N	male	43N	B1	B	9/20/17					weeks	43N_Day7_20	6.0
44R_Day7_16_S222_AZ51_mut	44R_Day7_16	12986.44R.Day7.16		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44R	16	7/3/17	44R	female	44R	A2	A	9/20/17					weeks	44R_Day7_16	7.0
43N_Month3_17_S34_AZ51_mut	43N_Month3_17	12986.43N.Month3.17		43	Month3	12/12/17 10:00	9/13/17	RC	23.0	43N	17	7/3/17	43N	male	43N	B1	B	12/12/17					weeks	43N_Month3_17	12.0
44N_Month1_17_S1846_AZ51_mut	44N_Month1_17	12986.44N.Month1.17		44	Month1	10/17/17 10:00	9/13/17	RC	15.0	44N	17	7/3/17	44N	female	44N	A2	A	10/17/17					weeks	44N_Month1_17	23.0
42L_Day7_16_S30_AZ51_mut	42L_Day7_16	12986.42L.Day7.16		42	Day7	9/20/17 10:00	9/13/17	RC	11.0	42L	16	7/6/17	42L	female	42L	A1	A	9/20/17					weeks	42L_Day7_16	5.0
46N_Day7_12_S142_AZ51_mut	46N_Day7_12	12986.46N.Day7.12		46	Day7	9/20/17 10:00	9/13/17	RC	11.0	46N	12	7/3/17	46N	female	46N	B1	B	9/20/17					weeks	46N_Day7_12	8.0
41R_Month10_6_S619_AZ51_mut	41R_Month10_6	12986.41R.Month10.6		41	Month10	7/17/18 10:00	9/13/17	RC	54.0	41R	6	7/6/17	41R	male	41R	A1	A	7/17/18					weeks	41R_Month10_6	26.0
42L_Month3_5_S1557_AZ51_mut	42L_Month3_5	12986.42L.Month3.5		42	Month3	12/12/17 10:00	9/13/17	RC	23.0	42L	5	7/6/17	42L	female	42L	A1	A	12/12/17					weeks	42L_Month3_5	11.0
44R_Day3_15_S406_AZ51_mut	44R_Day3_15	12986.44R.Day3.15		44	Day3	9/16/17 10:00	9/13/17	RC	11.0	44R	15	7/3/17	44R	female	44R	A2	A	9/16/17					weeks	44R_Day3_15	24.0
46R_Month3_24_S288_AZ51_mut	46R_Month3_24	12986.46R.Month3.24		46	Month3	12/12/17 10:00	9/13/17	RC	23.0	46R	24	7/3/17	46R	female	46R	B1	B	12/12/17					weeks	46R_Month3_24	15.0
41LL_Month3_23_S151_AZ51_mut	41LL_Month3_23	12986.41LL.Month3.23		41	Month3	12/12/17 10:00	9/13/17	RC	23.0	41LL	23	7/6/17	41LL	male	41LL	A1	A	12/12/17					weeks	41LL_Month3_23	10.0
41R_Day3_14_S396_AZ51_mut	41R_Day3_14	12986.41R.Day3.14		41	Day3	9/16/17 10:00	9/13/17	RC	11.0	41R	14	7/6/17	41R	male	41R	A1	A	9/16/17					weeks	41R_Day3_14	24.0
42N_Month6_23_S564_AZ51_mut	42N_Month6_23	12986.42N.Month6.23		42	Month6	3/13/18 10:00	9/13/17	RC	36.0	42N	23	7/6/17	42N	female	42N	A1	A	3/13/18					weeks	42N_Month6_23	17.0
46N_Month10_22_S656_AZ51_mut	46N_Month10_22	12986.46N.Month10.22		46	Month10	7/17/18 10:00	9/13/17	RC	54.0	46N	22	7/3/17	46N	female	46N	B1	B	7/17/18					weeks	46N_Month10_22	26.0
44L_Month3_7_S147_AZ51_mut	44L_Month3_7	12986.44L.Month3.7		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44L	7	7/3/17	44L	female	44L	A2	A	12/12/17					weeks	44L_Month3_7	13.0
43L_Month6_14_S588_AZ51_mut	43L_Month6_14	12986.43L.Month6.14		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43L	14	7/3/17	43L	male	43L	B1	B	3/13/18					weeks	43L_Month6_14	18.0
43L_Day7_11_S179_AZ51_mut	43L_Day7_11	12986.43L.Day7.11		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43L	11	7/3/17	43L	male	43L	B1	B	9/20/17					weeks	43L_Day7_11	6.0
46N_Day7_13_S1336_AZ51_mut	46N_Day7_13	12986.46N.Day7.13		46	Day7	9/20/17 10:00	9/13/17	RC	11.0	46N	13	7/3/17	46N	female	46N	B1	B	9/20/17					weeks	46N_Day7_13	8.0
41R_Month10_10_S651_AZ51_mut	41R_Month10_10	12986.41R.Month10.10		41	Month10	7/17/18 10:00	9/13/17	RC	54.0	41R	10	7/6/17	41R	male	41R	A1	A	7/17/18					weeks	41R_Month10_10	26.0
44B_Month6_18_S176_AZ51_mut	44B_Month6_18	12986.44B.Month6.18		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44B	18	7/3/17	44B	female	44B	A2	A	3/13/18					weeks	44B_Month6_18	19.0
45L_Day7_9_S1395_AZ51_mut	45L_Day7_9	12986.45L.Day7.9		45	Day7	9/20/17 10:00	9/13/17	RC	11.0	45L	9	7/3/17	45L	female	45L	B1	B	9/20/17					weeks	45L_Day7_9	8.0
44N_Day7_24_S282_AZ51_mut	44N_Day7_24	12986.44N.Day7.24		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44N	24	7/3/17	44N	female	44N	A2	A	9/20/17					weeks	44N_Day7_24	7.0
43B_Day7_9_S167_AZ51_mut	43B_Day7_9	12986.43B.Day7.9		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43B	9	7/3/17	43B	male	43B	B1	B	9/20/17					weeks	43B_Day7_9	6.0
45R_Month3_7_S245_AZ51_mut	45R_Month3_7	12986.45R.Month3.7		45	Month3	12/12/17 10:00	9/13/17	RC	23.0	45R	7	7/3/17	45R	female	45R	B1	B	12/12/17					weeks	45R_Month3_7	15.0
42N_Month6_1_S483_AZ51_mut	42N_Month6_1	12986.42N.Month6.1		42	Month6	3/13/18 10:00	9/13/17	RC	36.0	42N	1	7/6/17	42N	female	42N	A1	A	3/13/18					weeks	42N_Month6_1	17.0
46R_Day7_7_S339_AZ51_mut	46R_Day7_7	12986.46R.Day7.7		46	Day7	9/20/17 10:00	9/13/17	RC	11.0	46R	7	7/3/17	46R	female	46R	B1	B	9/20/17					weeks	46R_Day7_7	9.0
46N_Month10_14_S592_AZ51_mut	46N_Month10_14	12986.46N.Month10.14		46	Month10	7/17/18 10:00	9/13/17	RC	54.0	46N	14	7/3/17	46N	female	46N	B1	B	7/17/18					weeks	46N_Month10_14	26.0
44R_Month1_5_S517_AZ51_mut	44R_Month1_5	12986.44R.Month1.5		44	Month1	10/17/17 10:00	9/13/17	RC	15.0	44R	5	7/3/17	44R	female	44R	A2	A	10/17/17					weeks	44R_Month1_5	25.0
46L_Month3_20_S252_AZ51_mut	46L_Month3_20	12986.46L.Month3.20		46	Month3	12/12/17 10:00	9/13/17	RC	23.0	46L	20	7/3/17	46L	female	46L	B1	B	12/12/17					weeks	46L_Month3_20	15.0
43R_Day7_19_S150_AZ51_mut	43R_Day7_19	12986.43R.Day7.19		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43R	19	7/3/17	43R	male	43R	B1	B	9/20/17					weeks	43R_Day7_19	6.0
44R_Month3_21_S166_AZ51_mut	44R_Month3_21	12986.44R.Month3.21		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44R	21	7/3/17	44R	female	44R	A2	A	12/12/17					weeks	44R_Month3_21	13.0
44B_Month3_21_S168_AZ51_mut	44B_Month3_21	12986.44B.Month3.21		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44B	21	7/3/17	44B	female	44B	A2	A	12/12/17					weeks	44B_Month3_21	13.0
44R_Month6_4_S1741_AZ51_mut	44R_Month6_4	12986.44R.Month6.4		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44R	4	7/3/17	44R	female	44R	A2	A	3/13/18					weeks	44R_Month6_4	19.0
45N_Month6_1_S289_AZ51_mut	45N_Month6_1	12986.45N.Month6.1		45	Month6	3/13/18 10:00	9/13/17	RC	36.0	45N	1	7/3/17	45N	female	45N	B1	B	3/13/18					weeks	45N_Month6_1	20.0
46R_Month1_12_S19_AZ51_mut	46R_Month1_12	12986.46R.Month1.12		46	Month1	10/17/17 10:00	9/13/17	RC	15.0	46R	12	7/3/17	46R	female	46R	B1	B	10/17/17					weeks	46R_Month1_12	23.0
43B_Month6_13_S584_AZ51_mut	43B_Month6_13	12986.43B.Month6.13		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43B	13	7/3/17	43B	male	43B	B1	B	3/13/18					weeks	43B_Month6_13	18.0
44B_Month3_1_S103_AZ51_mut	44B_Month3_1	12986.44B.Month3.1		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44B	1	7/3/17	44B	female	44B	A2	A	12/12/17					weeks	44B_Month3_1	13.0
45L_Day7_20_S1388_AZ51_mut	45L_Day7_20	12986.45L.Day7.20		45	Day7	9/20/17 10:00	9/13/17	RC	11.0	45L	20	7/3/17	45L	female	45L	B1	B	9/20/17					weeks	45L_Day7_20	8.0
43N_Month6_22_S650_AZ51_mut	43N_Month6_22	12986.43N.Month6.22		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43N	22	7/3/17	43N	male	43N	B1	B	3/13/18					weeks	43N_Month6_22	18.0
41LL_Month6_14_S398_AZ51_mut	41LL_Month6_14	12986.41LL.Month6.14		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41LL	14	7/6/17	41LL	male	41LL	A1	A	3/13/18					weeks	41LL_Month6_14	16.0
42R_Month3_19_S1576_AZ51_mut	42R_Month3_19	12986.42R.Month3.19		42	Month3	12/12/17 10:00	9/13/17	RC	23.0	42R	19	7/6/17	42R	female	42R	A1	A	12/12/17					weeks	42R_Month3_19	11.0
44L_Day7_12_S283_AZ51_mut	44L_Day7_12	12986.44L.Day7.12		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44L	12	7/3/17	44L	female	44L	A2	A	9/20/17					weeks	44L_Day7_12	7.0
44L_Day7_14_S204_AZ51_mut	44L_Day7_14	12986.44L.Day7.14		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44L	14	7/3/17	44L	female	44L	A2	A	9/20/17					weeks	44L_Day7_14	7.0
45R_Day7_10_S1405_AZ51_mut	45R_Day7_10	12986.45R.Day7.10		45	Day7	9/20/17 10:00	9/13/17	RC	11.0	45R	10	7/3/17	45R	female	45R	B1	B	9/20/17					weeks	45R_Day7_10	8.0
46N_Month1_18_S528_AZ51_mut	46N_Month1_18	12986.46N.Month1.18		46	Month1	10/17/17 10:00	9/13/17	RC	15.0	46N	18	7/3/17	46N	female	46N	B1	B	10/17/17					weeks	46N_Month1_18	25.0
41B_Month1_7_S1859_AZ51_mut	41B_Month1_7	12986.41B.Month1.7		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41B	7	7/6/17	41B	male	41B	A1	A	10/17/17					weeks	41B_Month1_7	23.0
43N_Month6_15_S594_AZ51_mut	43N_Month6_15	12986.43N.Month6.15		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43N	15	7/3/17	43N	male	43N	B1	B	3/13/18					weeks	43N_Month6_15	18.0
41R_Day7_10_S367_AZ51_mut	41R_Day7_10	12986.41R.Day7.10		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41R	10	7/6/17	41R	male	41R	A1	A	9/20/17					weeks	41R_Day7_10	4.0
46R_Day7_8_S347_AZ51_mut	46R_Day7_8	12986.46R.Day7.8		46	Day7	9/20/17 10:00	9/13/17	RC	11.0	46R	8	7/3/17	46R	female	46R	B1	B	9/20/17					weeks	46R_Day7_8	9.0
44R_Month6_10_S1789_AZ51_mut	44R_Month6_10	12986.44R.Month6.10		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44R	10	7/3/17	44R	female	44R	A2	A	3/13/18					weeks	44R_Month6_10	19.0
43N_Day7_1_S97_AZ51_mut	43N_Day7_1	12986.43N.Day7.1		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43N	1	7/3/17	43N	male	43N	B1	B	9/20/17					weeks	43N_Day7_1	6.0
42L_Month3_4_S1549_AZ51_mut	42L_Month3_4	12986.42L.Month3.4		42	Month3	12/12/17 10:00	9/13/17	RC	23.0	42L	4	7/6/17	42L	female	42L	A1	A	12/12/17					weeks	42L_Month3_4	11.0
44B_Day7_16_S224_AZ51_mut	44B_Day7_16	12986.44B.Day7.16		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44B	16	7/3/17	44B	female	44B	A2	A	9/20/17					weeks	44B_Day7_16	7.0
44R_Month6_14_S1726_AZ51_mut	44R_Month6_14	12986.44R.Month6.14		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44R	14	7/3/17	44R	female	44R	A2	A	3/13/18					weeks	44R_Month6_14	19.0
41L_Month10_1_S577_AZ51_mut	41L_Month10_1	12986.41L.Month10.1		41	Month10	7/17/18 10:00	9/13/17	RC	54.0	41L	1	7/6/17	41L	male	41L	A1	A	7/17/18					weeks	41L_Month10_1	26.0
45R_Day7_7_S1381_AZ51_mut	45R_Day7_7	12986.45R.Day7.7		45	Day7	9/20/17 10:00	9/13/17	RC	11.0	45R	7	7/3/17	45R	female	45R	B1	B	9/20/17					weeks	45R_Day7_7	8.0
45L_Month6_12_S379_AZ51_mut	45L_Month6_12	12986.45L.Month6.12		45	Month6	3/13/18 10:00	9/13/17	RC	36.0	45L	12	7/3/17	45L	female	45L	B1	B	3/13/18					weeks	45L_Month6_12	20.0
45R_Month3_24_S286_AZ51_mut	45R_Month3_24	12986.45R.Month3.24		45	Month3	12/12/17 10:00	9/13/17	RC	23.0	45R	24	7/3/17	45R	female	45R	B1	B	12/12/17					weeks	45R_Month3_24	15.0
46R_Day7_18_S332_AZ51_mut	46R_Day7_18	12986.46R.Day7.18		46	Day7	9/20/17 10:00	9/13/17	RC	11.0	46R	18	7/3/17	46R	female	46R	B1	B	9/20/17					weeks	46R_Day7_18	9.0
44B_Month6_15_S1736_AZ51_mut	44B_Month6_15	12986.44B.Month6.15		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44B	15	7/3/17	44B	female	44B	A2	A	3/13/18					weeks	44B_Month6_15	19.0
44R_Day7_22_S270_AZ51_mut	44R_Day7_22	12986.44R.Day7.22		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44R	22	7/3/17	44R	female	44R	A2	A	9/20/17					weeks	44R_Day7_22	7.0
44R_Month10_2_S589_AZ51_mut	44R_Month10_2	12986.44R.Month10.2		44	Month10	7/17/18 10:00	9/13/17	RC	54.0	44R	2	7/3/17	44R	female	44R	A2	A	7/17/18					weeks	44R_Month10_2	26.0
41B_Month1_1_S1811_AZ51_mut	41B_Month1_1	12986.41B.Month1.1		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41B	1	7/6/17	41B	male	41B	A1	A	10/17/17					weeks	41B_Month1_1	23.0
44N_Month3_17_S130_AZ51_mut	44N_Month3_17	12986.44N.Month3.17		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44N	17	7/3/17	44N	female	44N	A2	A	12/12/17					weeks	44N_Month3_17	13.0
42L_Month6_5_S517_AZ51_mut	42L_Month6_5	12986.42L.Month6.5		42	Month6	3/13/18 10:00	9/13/17	RC	36.0	42L	5	7/6/17	42L	female	42L	A1	A	3/13/18					weeks	42L_Month6_5	17.0
42L_Month6_23_S566_AZ51_mut	42L_Month6_23	12986.42L.Month6.23		42	Month6	3/13/18 10:00	9/13/17	RC	36.0	42L	23	7/6/17	42L	female	42L	A1	A	3/13/18					weeks	42L_Month6_23	17.0
44B_Month3_11_S183_AZ51_mut	44B_Month3_11	12986.44B.Month3.11		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44B	11	7/3/17	44B	female	44B	A2	A	12/12/17					weeks	44B_Month3_11	13.0
41L_Month1_4_S505_AZ51_mut	41L_Month1_4	12986.41L.Month1.4		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41L	4	7/6/17	41L	male	41L	A1	A	10/17/17					weeks	41L_Month1_4	25.0
41B_Day7_3_S17_AZ51_mut	41B_Day7_3	12986.41B.Day7.3		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41B	3	7/6/17	41B	male	41B	A1	A	9/20/17					weeks	41B_Day7_3	5.0
45N_Month6_8_S345_AZ51_mut	45N_Month6_8	12986.45N.Month6.8		45	Month6	3/13/18 10:00	9/13/17	RC	36.0	45N	8	7/3/17	45N	female	45N	B1	B	3/13/18					weeks	45N_Month6_8	20.0
41L_Day7_12_S379_AZ51_mut	41L_Day7_12	12986.41L.Day7.12		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41L	12	7/6/17	41L	male	41L	A1	A	9/20/17					weeks	41L_Day7_12	4.0
45N_Month6_14_S298_AZ51_mut	45N_Month6_14	12986.45N.Month6.14		45	Month6	3/13/18 10:00	9/13/17	RC	36.0	45N	14	7/3/17	45N	female	45N	B1	B	3/13/18					weeks	45N_Month6_14	20.0
43N_Month3_15_S18_AZ51_mut	43N_Month3_15	12986.43N.Month3.15		43	Month3	12/12/17 10:00	9/13/17	RC	23.0	43N	15	7/3/17	43N	male	43N	B1	B	12/12/17					weeks	43N_Month3_15	12.0
46N_Day3_21_S456_AZ51_mut	46N_Day3_21	12986.46N.Day3.21		46	Day3	9/16/17 10:00	9/13/17	RC	11.0	46N	21	7/3/17	46N	female	46N	B1	B	9/16/17					weeks	46N_Day3_21	24.0
43R_Day7_17_S134_AZ51_mut	43R_Day7_17	12986.43R.Day7.17		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43R	17	7/3/17	43R	male	43R	B1	B	9/20/17					weeks	43R_Day7_17	6.0
41N_Month1_13_S181_AZ51_mut	41N_Month1_13	12986.41N.Month1.13		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41N	13	7/6/17	41N	male	41N	A1	A	10/17/17					weeks	41N_Month1_13	23.0
44R_Day3_7_S437_AZ51_mut	44R_Day3_7	12986.44R.Day3.7		44	Day3	9/16/17 10:00	9/13/17	RC	11.0	44R	7	7/3/17	44R	female	44R	A2	A	9/16/17					weeks	44R_Day3_7	24.0
44N_Day7_9_S257_AZ51_mut	44N_Day7_9	12986.44N.Day7.9		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44N	9	7/3/17	44N	female	44N	A2	A	9/20/17					weeks	44N_Day7_9	7.0
46N_Month1_16_S512_AZ51_mut	46N_Month1_16	12986.46N.Month1.16		46	Month1	10/17/17 10:00	9/13/17	RC	15.0	46N	16	7/3/17	46N	female	46N	B1	B	10/17/17					weeks	46N_Month1_16	25.0
43B_Month6_23_S664_AZ51_mut	43B_Month6_23	12986.43B.Month6.23		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43B	23	7/3/17	43B	male	43B	B1	B	3/13/18					weeks	43B_Month6_23	18.0
44L_Day7_3_S211_AZ51_mut	44L_Day7_3	12986.44L.Day7.3		44	Day7	9/20/17 10:00	9/13/17	RC	11.0	44L	3	7/3/17	44L	female	44L	A2	A	9/20/17					weeks	44L_Day7_3	7.0
45L_Month3_21_S1684_AZ51_mut	45L_Month3_21	12986.45L.Month3.21		45	Month3	12/12/17 10:00	9/13/17	RC	23.0	45L	21	7/3/17	45L	female	45L	B1	B	12/12/17					weeks	45L_Month3_21	14.0
41L_Month6_8_S443_AZ51_mut	41L_Month6_8	12986.41L.Month6.8		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41L	8	7/6/17	41L	male	41L	A1	A	3/13/18					weeks	41L_Month6_8	16.0
44R_Month3_2_S109_AZ51_mut	44R_Month3_2	12986.44R.Month3.2		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44R	2	7/3/17	44R	female	44R	A2	A	12/12/17					weeks	44R_Month3_2	13.0
41L_Month6_24_S476_AZ51_mut	41L_Month6_24	12986.41L.Month6.24		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41L	24	7/6/17	41L	male	41L	A1	A	3/13/18					weeks	41L_Month6_24	16.0
44B_Month3_5_S135_AZ51_mut	44B_Month3_5	12986.44B.Month3.5		44	Month3	12/12/17 10:00	9/13/17	RC	23.0	44B	5	7/3/17	44B	female	44B	A2	A	12/12/17					weeks	44B_Month3_5	13.0
43B_Month6_20_S640_AZ51_mut	43B_Month6_20	12986.43B.Month6.20		43	Month6	3/13/18 10:00	9/13/17	RC	36.0	43B	20	7/3/17	43B	male	43B	B1	B	3/13/18					weeks	43B_Month6_20	18.0
46N_Day3_5_S423_AZ51_mut	46N_Day3_5	12986.46N.Day3.5		46	Day3	9/16/17 10:00	9/13/17	RC	11.0	46N	5	7/3/17	46N	female	46N	B1	B	9/16/17					weeks	46N_Day3_5	24.0
45L_Month3_24_S1708_AZ51_mut	45L_Month3_24	12986.45L.Month3.24		45	Month3	12/12/17 10:00	9/13/17	RC	23.0	45L	24	7/3/17	45L	female	45L	B1	B	12/12/17					weeks	45L_Month3_24	14.0
41LL_Day7_10_S365_AZ51_mut	41LL_Day7_10	12986.41LL.Day7.10		41	Day7	9/20/17 10:00	9/13/17	RC	11.0	41LL	10	7/6/17	41LL	male	41LL	A1	A	9/20/17					weeks	41LL_Day7_10	4.0
42L_Day7_19_S54_AZ51_mut	42L_Day7_19	12986.42L.Day7.19		42	Day7	9/20/17 10:00	9/13/17	RC	11.0	42L	19	7/6/17	42L	female	42L	A1	A	9/20/17					weeks	42L_Day7_19	5.0
41B_Month1_9_S1875_AZ51_mut	41B_Month1_9	12986.41B.Month1.9		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41B	9	7/6/17	41B	male	41B	A1	A	10/17/17					weeks	41B_Month1_9	23.0
44R_Month6_24_S1806_AZ51_mut	44R_Month6_24	12986.44R.Month6.24		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44R	24	7/3/17	44R	female	44R	A2	A	3/13/18					weeks	44R_Month6_24	19.0
44R_Day3_20_S446_AZ51_mut	44R_Day3_20	12986.44R.Day3.20		44	Day3	9/16/17 10:00	9/13/17	RC	11.0	44R	20	7/3/17	44R	female	44R	A2	A	9/16/17					weeks	44R_Day3_20	24.0
41N_Month6_20_S442_AZ51_mut	41N_Month6_20	12986.41N.Month6.20		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41N	20	7/6/17	41N	male	41N	A1	A	3/13/18					weeks	41N_Month6_20	16.0
41L_Month6_3_S403_AZ51_mut	41L_Month6_3	12986.41L.Month6.3		41	Month6	3/13/18 10:00	9/13/17	RC	36.0	41L	3	7/6/17	41L	male	41L	A1	A	3/13/18					weeks	41L_Month6_3	16.0
46L_Month6_23_S756_AZ51_mut	46L_Month6_23	12986.46L.Month6.23		46	Month6	3/13/18 10:00	9/13/17	RC	36.0	46L	23	7/3/17	46L	female	46L	B1	B	3/13/18					weeks	46L_Month6_23	21.0
46R_Month1_3_S1831_AZ51_mut	46R_Month1_3	12986.46R.Month1.3		46	Month1	10/17/17 10:00	9/13/17	RC	15.0	46R	3	7/3/17	46R	female	46R	B1	B	10/17/17					weeks	46R_Month1_3	23.0
44L_Month6_19_S1764_AZ51_mut	44L_Month6_19	12986.44L.Month6.19		44	Month6	3/13/18 10:00	9/13/17	RC	36.0	44L	19	7/3/17	44L	female	44L	A2	A	3/13/18					weeks	44L_Month6_19	19.0
45N_Day7_15_S1346_AZ51_mut	45N_Day7_15	12986.45N.Day7.15		45	Day7	9/20/17 10:00	9/13/17	RC	11.0	45N	15	7/3/17	45N	female	45N	B1	B	9/20/17					weeks	45N_Day7_15	8.0
41LL_Month3_17_S1462_AZ51_mut	41LL_Month3_17	12986.41LL.Month3.17		41	Month3	12/12/17 10:00	9/13/17	RC	23.0	41LL	17	7/6/17	41LL	male	41LL	A1	A	12/12/17					weeks	41LL_Month3_17	10.0
46R_Day7_23_S372_AZ51_mut	46R_Day7_23	12986.46R.Day7.23		46	Day7	9/20/17 10:00	9/13/17	RC	11.0	46R	23	7/3/17	46R	female	46R	B1	B	9/20/17					weeks	46R_Day7_23	9.0
43L_Day7_9_S163_AZ51_mut	43L_Day7_9	12986.43L.Day7.9		43	Day7	9/20/17 10:00	9/13/17	RC	11.0	43L	9	7/3/17	43L	male	43L	B1	B	9/20/17					weeks	43L_Day7_9	6.0
44N_Month1_13_S1814_AZ51_mut	44N_Month1_13	12986.44N.Month1.13		44	Month1	10/17/17 10:00	9/13/17	RC	15.0	44N	13	7/3/17	44N	female	44N	A2	A	10/17/17					weeks	44N_Month1_13	23.0
43B_Month3_16_S32_AZ51_mut	43B_Month3_16	12986.43B.Month3.16		43	Month3	12/12/17 10:00	9/13/17	RC	23.0	43B	16	7/3/17	43B	male	43B	B1	B	12/12/17					weeks	43B_Month3_16	12.0
41N_Month1_17_S1842_AZ51_mut	41N_Month1_17	12986.41N.Month1.17		41	Month1	10/17/17 10:00	9/13/17	RC	15.0	41N	17	7/6/17	41N	male	41N	A1	A	10/17/17					weeks	41N_Month1_17	23.0
