feature-id	short-id	qiita_sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run
23R_Day7_21_S129_AZ20_mut	23R_Day7_21	12986.23R.Day7.21	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	21	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_22_S129_AZ20_mut	23R_Day7_22	12986.23R.Day7.22	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	22	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_23_S1292_AZ20_mut	23R_Day7_23	12986.23R.Day7.23	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	23	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_24_S129_AZ20_mut	23R_Day7_24	12986.23R.Day7.24	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	24	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_3_S757_AZ20_mut	23R_Day7_3	12986.23R.Day7.3	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	3	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_4_S758_AZ20_mut	23R_Day7_4	12986.23R.Day7.4	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	4	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_5_S759_AZ20_mut	23R_Day7_5	12986.23R.Day7.5	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	5	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_6_S76_AZ20_mut	23R_Day7_6	12986.23R.Day7.6	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	6	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_7_S76_AZ20_mut	23R_Day7_7	12986.23R.Day7.7	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	7	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_8_S762_AZ20_mut	23R_Day7_8	12986.23R.Day7.8	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	8	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Day7_9_S76_AZ20_mut	23R_Day7_9	12986.23R.Day7.9	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	23R	9	5/2/17 0:00	23R	male	23R	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
23R_Month3_1_S9_AZ20_mut	23R_Month3_1	12986.23R.Month3.1	2	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	23R	1	5/2/17 0:00	23R	male	23R	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
23R_Month3_2_S94_AZ20_mut	23R_Month3_2	12986.23R.Month3.2	2	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	23R	2	5/2/17 0:00	23R	male	23R	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
23R_Month3_3_S95_AZ20_mut	23R_Month3_3	12986.23R.Month3.3	2	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	23R	3	5/2/17 0:00	23R	male	23R	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
23R_Month3_4_S96_AZ20_mut	23R_Month3_4	12986.23R.Month3.4	2	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	23R	4	5/2/17 0:00	23R	male	23R	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1
23R_Month6_1_S506_AZ20_mut	23R_Month6_1	12986.23R.Month6.1	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	1	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_10_S515_AZ20_mut	23R_Month6_10	12986.23R.Month6.10	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	10	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_11_S516_AZ20_mut	23R_Month6_11	12986.23R.Month6.11	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	11	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_12_S517_AZ20_mut	23R_Month6_12	12986.23R.Month6.12	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	12	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_13_S518_AZ20_mut	23R_Month6_13	12986.23R.Month6.13	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	13	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_14_S519_AZ20_mut	23R_Month6_14	12986.23R.Month6.14	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	14	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_15_S52_AZ20_mut	23R_Month6_15	12986.23R.Month6.15	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	15	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_16_S529_AZ20_mut	23R_Month6_16	12986.23R.Month6.16	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	16	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_17_S5_AZ20_mut	23R_Month6_17	12986.23R.Month6.17	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	17	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_2_S507_AZ20_mut	23R_Month6_2	12986.23R.Month6.2	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	2	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_3_S508_AZ20_mut	23R_Month6_3	12986.23R.Month6.3	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	3	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_4_S509_AZ20_mut	23R_Month6_4	12986.23R.Month6.4	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	4	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_5_S5_AZ20_mut	23R_Month6_5	12986.23R.Month6.5	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	5	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_6_S5_AZ20_mut	23R_Month6_6	12986.23R.Month6.6	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	6	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_7_S512_AZ20_mut	23R_Month6_7	12986.23R.Month6.7	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	7	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_8_S51_AZ20_mut	23R_Month6_8	12986.23R.Month6.8	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	8	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
23R_Month6_9_S514_AZ20_mut	23R_Month6_9	12986.23R.Month6.9	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	23R	9	5/2/17 0:00	23R	male	23R	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1
24B_Day7_1_S79_AZ20_mut	24B_Day7_1	12986.24B.Day7.1	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	1	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_10_S802_AZ20_mut	24B_Day7_10	12986.24B.Day7.10	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	10	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_11_S8_AZ20_mut	24B_Day7_11	12986.24B.Day7.11	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	11	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_12_S804_AZ20_mut	24B_Day7_12	12986.24B.Day7.12	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	12	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_13_S1_AZ20_mut	24B_Day7_13	12986.24B.Day7.13	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	13	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_14_S1_AZ20_mut	24B_Day7_14	12986.24B.Day7.14	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	14	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_15_S1332_AZ20_mut	24B_Day7_15	12986.24B.Day7.15	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	15	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_16_S1_AZ20_mut	24B_Day7_16	12986.24B.Day7.16	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	16	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_17_S1334_AZ20_mut	24B_Day7_17	12986.24B.Day7.17	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	17	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_18_S1335_AZ20_mut	24B_Day7_18	12986.24B.Day7.18	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	18	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_19_S1336_AZ20_mut	24B_Day7_19	12986.24B.Day7.19	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	19	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_2_S794_AZ20_mut	24B_Day7_2	12986.24B.Day7.2	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	2	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_20_S1337_AZ20_mut	24B_Day7_20	12986.24B.Day7.20	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	20	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_21_S1338_AZ20_mut	24B_Day7_21	12986.24B.Day7.21	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	21	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_22_S1339_AZ20_mut	24B_Day7_22	12986.24B.Day7.22	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	22	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_23_S134_AZ20_mut	24B_Day7_23	12986.24B.Day7.23	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	23	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_24_S134_AZ20_mut	24B_Day7_24	12986.24B.Day7.24	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	24	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_3_S795_AZ20_mut	24B_Day7_3	12986.24B.Day7.3	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	3	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_4_S796_AZ20_mut	24B_Day7_4	12986.24B.Day7.4	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	4	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_5_S797_AZ20_mut	24B_Day7_5	12986.24B.Day7.5	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	5	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_6_S798_AZ20_mut	24B_Day7_6	12986.24B.Day7.6	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	6	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_7_S799_AZ20_mut	24B_Day7_7	12986.24B.Day7.7	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	7	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_8_S8_AZ20_mut	24B_Day7_8	12986.24B.Day7.8	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	8	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24B_Day7_9_S8_AZ20_mut	24B_Day7_9	12986.24B.Day7.9	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24B	9	5/2/17 0:00	24B	female	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_1_S78_AZ20_mut	24L_Day7_1	12986.24L.Day7.1	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	1	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_10_S79_AZ20_mut	24L_Day7_10	12986.24L.Day7.10	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	10	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_11_S79_AZ20_mut	24L_Day7_11	12986.24L.Day7.11	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	11	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_12_S792_AZ20_mut	24L_Day7_12	12986.24L.Day7.12	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	12	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_13_S1318_AZ20_mut	24L_Day7_13	12986.24L.Day7.13	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	13	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_14_S1319_AZ20_mut	24L_Day7_14	12986.24L.Day7.14	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	14	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_15_S132_AZ20_mut	24L_Day7_15	12986.24L.Day7.15	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	15	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_16_S132_AZ20_mut	24L_Day7_16	12986.24L.Day7.16	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	16	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_17_S1322_AZ20_mut	24L_Day7_17	12986.24L.Day7.17	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	17	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_18_S132_AZ20_mut	24L_Day7_18	12986.24L.Day7.18	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	18	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_19_S1324_AZ20_mut	24L_Day7_19	12986.24L.Day7.19	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	19	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_2_S782_AZ20_mut	24L_Day7_2	12986.24L.Day7.2	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	2	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_20_S1325_AZ20_mut	24L_Day7_20	12986.24L.Day7.20	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	20	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_21_S1326_AZ20_mut	24L_Day7_21	12986.24L.Day7.21	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	21	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_22_S1327_AZ20_mut	24L_Day7_22	12986.24L.Day7.22	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	22	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_23_S1328_AZ20_mut	24L_Day7_23	12986.24L.Day7.23	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	23	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_24_S1329_AZ20_mut	24L_Day7_24	12986.24L.Day7.24	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	24	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_3_S78_AZ20_mut	24L_Day7_3	12986.24L.Day7.3	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	3	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_4_S784_AZ20_mut	24L_Day7_4	12986.24L.Day7.4	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	4	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_5_S785_AZ20_mut	24L_Day7_5	12986.24L.Day7.5	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	5	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_6_S786_AZ20_mut	24L_Day7_6	12986.24L.Day7.6	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	6	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_7_S787_AZ20_mut	24L_Day7_7	12986.24L.Day7.7	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	7	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_8_S788_AZ20_mut	24L_Day7_8	12986.24L.Day7.8	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	8	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24L_Day7_9_S789_AZ20_mut	24L_Day7_9	12986.24L.Day7.9	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24L	9	5/2/17 0:00	24L	female	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_1_S769_AZ20_mut	24N_Day7_1	12986.24N.Day7.1	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	1	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_10_S778_AZ20_mut	24N_Day7_10	12986.24N.Day7.10	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	10	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_11_S779_AZ20_mut	24N_Day7_11	12986.24N.Day7.11	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	11	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_12_S78_AZ20_mut	24N_Day7_12	12986.24N.Day7.12	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	12	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_13_S1306_AZ20_mut	24N_Day7_13	12986.24N.Day7.13	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	13	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_14_S1307_AZ20_mut	24N_Day7_14	12986.24N.Day7.14	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	14	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_15_S1308_AZ20_mut	24N_Day7_15	12986.24N.Day7.15	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	15	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_16_S1309_AZ20_mut	24N_Day7_16	12986.24N.Day7.16	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	16	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_17_S1_AZ20_mut	24N_Day7_17	12986.24N.Day7.17	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	17	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_18_S1_AZ20_mut	24N_Day7_18	12986.24N.Day7.18	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	18	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_19_S1312_AZ20_mut	24N_Day7_19	12986.24N.Day7.19	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	19	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_2_S77_AZ20_mut	24N_Day7_2	12986.24N.Day7.2	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	2	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_20_S131_AZ20_mut	24N_Day7_20	12986.24N.Day7.20	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	20	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_21_S1314_AZ20_mut	24N_Day7_21	12986.24N.Day7.21	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	21	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_22_S1315_AZ20_mut	24N_Day7_22	12986.24N.Day7.22	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	22	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_23_S1316_AZ20_mut	24N_Day7_23	12986.24N.Day7.23	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	23	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_24_S1317_AZ20_mut	24N_Day7_24	12986.24N.Day7.24	14	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	24	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_3_S77_AZ20_mut	24N_Day7_3	12986.24N.Day7.3	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	3	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_4_S772_AZ20_mut	24N_Day7_4	12986.24N.Day7.4	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	4	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_5_S77_AZ20_mut	24N_Day7_5	12986.24N.Day7.5	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	5	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_6_S774_AZ20_mut	24N_Day7_6	12986.24N.Day7.6	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	6	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_7_S775_AZ20_mut	24N_Day7_7	12986.24N.Day7.7	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	7	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
24N_Day7_9_S777_AZ20_mut	24N_Day7_9	12986.24N.Day7.9	10	24	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	24N	9	5/2/17 0:00	24N	female	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1
25L_Day7_1_S817_AZ20_mut	25L_Day7_1	12986.25L.Day7.1	11	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	25L	1	5/4/17 0:00	25L	male	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
25L_Day7_10_S826_AZ20_mut	25L_Day7_10	12986.25L.Day7.10	11	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	25L	10	5/4/17 0:00	25L	male	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
25L_Day7_11_S827_AZ20_mut	25L_Day7_11	12986.25L.Day7.11	11	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	25L	11	5/4/17 0:00	25L	male	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
25L_Day7_12_S828_AZ20_mut	25L_Day7_12	12986.25L.Day7.12	11	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	25L	12	5/4/17 0:00	25L	male	25L	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
