sample,phage_id,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral genes with unknown function,Viral genes with host benefits,Viral structure genes,Viral hypothetical genes,Viral genes with viral benefits,Viral replication genes,identification,simple_id
41L_Day7_14_S,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,19.0,5.0,10.0,2.0,5.0,./DRAMv/41L_Day7_14_S/dramv-distill/vMAG_stats.tsv,41L_Day7_14
41L_Day7_14_S,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,14.0,6.0,12.0,1.0,1.0,./DRAMv/41L_Day7_14_S/dramv-distill/vMAG_stats.tsv,41L_Day7_14
41L_Day7_14_S,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day7_14_S/dramv-distill/vMAG_stats.tsv,41L_Day7_14
41L_Day7_13_S292,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,6.0,7.0,12.0,9.0,1.0,./DRAMv/41L_Day7_13_S292/dramv-distill/vMAG_stats.tsv,41L_Day7_13
41L_Day7_13_S292,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,9.0,10.0,10.0,5.0,./DRAMv/41L_Day7_13_S292/dramv-distill/vMAG_stats.tsv,41L_Day7_13
41L_Day7_15_S308,1__0_partial_1-cat_1,1,False,False,60,11,0,False,0.08333333333333333,19.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/41L_Day7_15_S308/dramv-distill/vMAG_stats.tsv,41L_Day7_15
41L_Day7_15_S308,1__1_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,11.0,2.0,12.0,9.0,1.0,./DRAMv/41L_Day7_15_S308/dramv-distill/vMAG_stats.tsv,41L_Day7_15
41L_Day7_17_S324,1__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/41L_Day7_17_S324/dramv-distill/vMAG_stats.tsv,41L_Day7_17
41L_Day7_17_S324,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/41L_Day7_17_S324/dramv-distill/vMAG_stats.tsv,41L_Day7_17
41L_Day7_17_S324,3__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/41L_Day7_17_S324/dramv-distill/vMAG_stats.tsv,41L_Day7_17
41L_Day7_18_S332,10__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41L_Day7_18_S332/dramv-distill/vMAG_stats.tsv,41L_Day7_18
41L_Day7_18_S332,16__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,6.0,7.0,10.0,10.0,9.0,./DRAMv/41L_Day7_18_S332/dramv-distill/vMAG_stats.tsv,41L_Day7_18
41L_Day7_18_S332,1__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,8.0,5.0,./DRAMv/41L_Day7_18_S332/dramv-distill/vMAG_stats.tsv,41L_Day7_18
41L_Day7_1_S291,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,17.0,2.0,13.0,1.0,2.0,./DRAMv/41L_Day7_1_S291/dramv-distill/vMAG_stats.tsv,41L_Day7_1
41L_Day7_1_S291,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day7_1_S291/dramv-distill/vMAG_stats.tsv,41L_Day7_1
41L_Day7_1_S291,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41L_Day7_1_S291/dramv-distill/vMAG_stats.tsv,41L_Day7_1
41L_Day7_19_S34,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,11.0,10.0,8.0,5.0,./DRAMv/41L_Day7_19_S34/dramv-distill/vMAG_stats.tsv,41L_Day7_19
41L_Day7_19_S34,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,8.0,12.0,7.0,1.0,./DRAMv/41L_Day7_19_S34/dramv-distill/vMAG_stats.tsv,41L_Day7_19
41L_Day7_19_S34,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41L_Day7_19_S34/dramv-distill/vMAG_stats.tsv,41L_Day7_19
41L_Day7_20_S348,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,10.0,9.0,./DRAMv/41L_Day7_20_S348/dramv-distill/vMAG_stats.tsv,41L_Day7_20
41L_Day7_20_S348,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,8.0,5.0,./DRAMv/41L_Day7_20_S348/dramv-distill/vMAG_stats.tsv,41L_Day7_20
41L_Day7_20_S348,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41L_Day7_20_S348/dramv-distill/vMAG_stats.tsv,41L_Day7_20
41L_Day7_21_S356,18__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,16.0,0.0,10.0,2.0,14.0,./DRAMv/41L_Day7_21_S356/dramv-distill/vMAG_stats.tsv,41L_Day7_21
41L_Day7_21_S356,1__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,11.0,1.0,9.0,./DRAMv/41L_Day7_21_S356/dramv-distill/vMAG_stats.tsv,41L_Day7_21
41L_Day7_22_S364,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,9.0,10.0,10.0,5.0,./DRAMv/41L_Day7_22_S364/dramv-distill/vMAG_stats.tsv,41L_Day7_22
41L_Day7_22_S364,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,12.0,8.0,1.0,./DRAMv/41L_Day7_22_S364/dramv-distill/vMAG_stats.tsv,41L_Day7_22
41L_Day7_22_S364,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41L_Day7_22_S364/dramv-distill/vMAG_stats.tsv,41L_Day7_22
41L_Day7_24_S38,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41L_Day7_24_S38/dramv-distill/vMAG_stats.tsv,41L_Day7_24
41L_Day7_24_S38,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,2.0,1.0,./DRAMv/41L_Day7_24_S38/dramv-distill/vMAG_stats.tsv,41L_Day7_24
41L_Day7_24_S38,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day7_24_S38/dramv-distill/vMAG_stats.tsv,41L_Day7_24
41L_Day7_23_S372,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/41L_Day7_23_S372/dramv-distill/vMAG_stats.tsv,41L_Day7_23
41L_Day7_23_S372,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,4.0,9.0,./DRAMv/41L_Day7_23_S372/dramv-distill/vMAG_stats.tsv,41L_Day7_23
41L_Day7_23_S372,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41L_Day7_23_S372/dramv-distill/vMAG_stats.tsv,41L_Day7_23
41L_Day7_2_S299,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41L_Day7_2_S299/dramv-distill/vMAG_stats.tsv,41L_Day7_2
41L_Day7_2_S299,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,2.0,1.0,./DRAMv/41L_Day7_2_S299/dramv-distill/vMAG_stats.tsv,41L_Day7_2
41L_Day7_2_S299,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day7_2_S299/dramv-distill/vMAG_stats.tsv,41L_Day7_2
41L_Day7_3_S307,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,2.0,10.0,2.0,12.0,./DRAMv/41L_Day7_3_S307/dramv-distill/vMAG_stats.tsv,41L_Day7_3
41L_Day7_3_S307,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,9.0,4.0,12.0,1.0,8.0,./DRAMv/41L_Day7_3_S307/dramv-distill/vMAG_stats.tsv,41L_Day7_3
41L_Day7_3_S307,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/41L_Day7_3_S307/dramv-distill/vMAG_stats.tsv,41L_Day7_3
41L_Day7_4_S315,15__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,6.0,7.0,10.0,10.0,9.0,./DRAMv/41L_Day7_4_S315/dramv-distill/vMAG_stats.tsv,41L_Day7_4
41L_Day7_4_S315,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,3.0,6.0,12.0,9.0,5.0,./DRAMv/41L_Day7_4_S315/dramv-distill/vMAG_stats.tsv,41L_Day7_4
41L_Day7_6_S331,18__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,16.0,0.0,10.0,2.0,14.0,./DRAMv/41L_Day7_6_S331/dramv-distill/vMAG_stats.tsv,41L_Day7_6
41L_Day7_6_S331,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/41L_Day7_6_S331/dramv-distill/vMAG_stats.tsv,41L_Day7_6
41L_Day7_6_S331,9__0_partial_1-cat_1,1,False,False,14,2,0,False,0.0,2.0,1.0,0.0,10.0,0.0,1.0,./DRAMv/41L_Day7_6_S331/dramv-distill/vMAG_stats.tsv,41L_Day7_6
41L_Day7_5_S32,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,5.0,12.0,./DRAMv/41L_Day7_5_S32/dramv-distill/vMAG_stats.tsv,41L_Day7_5
41L_Day7_5_S32,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,8.0,12.0,3.0,8.0,./DRAMv/41L_Day7_5_S32/dramv-distill/vMAG_stats.tsv,41L_Day7_5
41L_Day7_5_S32,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41L_Day7_5_S32/dramv-distill/vMAG_stats.tsv,41L_Day7_5
41L_Day7_7_S339,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/41L_Day7_7_S339/dramv-distill/vMAG_stats.tsv,41L_Day7_7
41L_Day7_7_S339,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,12.0,8.0,1.0,./DRAMv/41L_Day7_7_S339/dramv-distill/vMAG_stats.tsv,41L_Day7_7
41L_Day7_7_S339,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day7_7_S339/dramv-distill/vMAG_stats.tsv,41L_Day7_7
41L_Day7_8_S347,1__0_partial_1-cat_1,1,False,False,60,11,0,False,0.08333333333333333,19.0,12.0,0.0,10.0,10.0,9.0,./DRAMv/41L_Day7_8_S347/dramv-distill/vMAG_stats.tsv,41L_Day7_8
41L_Day7_8_S347,1__1_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,7.0,2.0,12.0,9.0,5.0,./DRAMv/41L_Day7_8_S347/dramv-distill/vMAG_stats.tsv,41L_Day7_8
41L_Day7_9_S355,19__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,16.0,0.0,10.0,2.0,14.0,./DRAMv/41L_Day7_9_S355/dramv-distill/vMAG_stats.tsv,41L_Day7_9
41L_Day7_9_S355,3__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/41L_Day7_9_S355/dramv-distill/vMAG_stats.tsv,41L_Day7_9
41L_Day7_9_S355,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/41L_Day7_9_S355/dramv-distill/vMAG_stats.tsv,41L_Day7_9
41LL_Day7_10_S365,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/41LL_Day7_10_S365/dramv-distill/vMAG_stats.tsv,41LL_Day7_10
41LL_Day7_10_S365,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/41LL_Day7_10_S365/dramv-distill/vMAG_stats.tsv,41LL_Day7_10
41LL_Day7_10_S365,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_10_S365/dramv-distill/vMAG_stats.tsv,41LL_Day7_10
41LL_Day7_10_S365,6__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,23.0,2.0,10.0,2.0,5.0,./DRAMv/41LL_Day7_10_S365/dramv-distill/vMAG_stats.tsv,41LL_Day7_10
41LL_Day7_11_S37,1__0_partial_1-cat_1,1,False,False,60,11,0,False,0.08333333333333333,19.0,17.0,7.0,10.0,2.0,5.0,./DRAMv/41LL_Day7_11_S37/dramv-distill/vMAG_stats.tsv,41LL_Day7_11
41LL_Day7_11_S37,1__1_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,15.0,6.0,12.0,1.0,1.0,./DRAMv/41LL_Day7_11_S37/dramv-distill/vMAG_stats.tsv,41LL_Day7_11
41LL_Day7_12_S381,18__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,9.0,7.0,10.0,2.0,14.0,./DRAMv/41LL_Day7_12_S381/dramv-distill/vMAG_stats.tsv,41LL_Day7_12
41LL_Day7_12_S381,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,11.0,1.0,9.0,./DRAMv/41LL_Day7_12_S381/dramv-distill/vMAG_stats.tsv,41LL_Day7_12
41LL_Day7_13_S294,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41LL_Day7_13_S294/dramv-distill/vMAG_stats.tsv,41LL_Day7_13
41LL_Day7_13_S294,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,2.0,1.0,./DRAMv/41LL_Day7_13_S294/dramv-distill/vMAG_stats.tsv,41LL_Day7_13
41LL_Day7_13_S294,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_13_S294/dramv-distill/vMAG_stats.tsv,41LL_Day7_13
41LL_Day7_13_S294,3__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,23.0,0.0,10.0,4.0,5.0,./DRAMv/41LL_Day7_13_S294/dramv-distill/vMAG_stats.tsv,41LL_Day7_13
41LL_Day7_14_S302,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,10.0,14.0,10.0,2.0,5.0,./DRAMv/41LL_Day7_14_S302/dramv-distill/vMAG_stats.tsv,41LL_Day7_14
41LL_Day7_14_S302,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,11.0,11.0,1.0,1.0,./DRAMv/41LL_Day7_14_S302/dramv-distill/vMAG_stats.tsv,41LL_Day7_14
41LL_Day7_15_S31,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41LL_Day7_15_S31/dramv-distill/vMAG_stats.tsv,41LL_Day7_15
41LL_Day7_15_S31,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,1.0,2.0,./DRAMv/41LL_Day7_15_S31/dramv-distill/vMAG_stats.tsv,41LL_Day7_15
41LL_Day7_15_S31,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_15_S31/dramv-distill/vMAG_stats.tsv,41LL_Day7_15
41LL_Day7_16_S318,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/41LL_Day7_16_S318/dramv-distill/vMAG_stats.tsv,41LL_Day7_16
41LL_Day7_16_S318,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,12.0,8.0,1.0,./DRAMv/41LL_Day7_16_S318/dramv-distill/vMAG_stats.tsv,41LL_Day7_16
41LL_Day7_16_S318,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_16_S318/dramv-distill/vMAG_stats.tsv,41LL_Day7_16
41LL_Day7_17_S326,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,5.0,14.0,./DRAMv/41LL_Day7_17_S326/dramv-distill/vMAG_stats.tsv,41LL_Day7_17
41LL_Day7_17_S326,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,12.0,4.0,9.0,./DRAMv/41LL_Day7_17_S326/dramv-distill/vMAG_stats.tsv,41LL_Day7_17
41LL_Day7_17_S326,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/41LL_Day7_17_S326/dramv-distill/vMAG_stats.tsv,41LL_Day7_17
41LL_Day7_18_S334,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/41LL_Day7_18_S334/dramv-distill/vMAG_stats.tsv,41LL_Day7_18
41LL_Day7_18_S334,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,12.0,4.0,4.0,./DRAMv/41LL_Day7_18_S334/dramv-distill/vMAG_stats.tsv,41LL_Day7_18
41LL_Day7_18_S334,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41LL_Day7_18_S334/dramv-distill/vMAG_stats.tsv,41LL_Day7_18
41LL_Day7_19_S342,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,12.0,10.0,7.0,7.0,./DRAMv/41LL_Day7_19_S342/dramv-distill/vMAG_stats.tsv,41LL_Day7_19
41LL_Day7_19_S342,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,10.0,12.0,5.0,4.0,./DRAMv/41LL_Day7_19_S342/dramv-distill/vMAG_stats.tsv,41LL_Day7_19
41LL_Day7_19_S342,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41LL_Day7_19_S342/dramv-distill/vMAG_stats.tsv,41LL_Day7_19
41LL_Day7_1_S29,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,10.0,14.0,10.0,2.0,5.0,./DRAMv/41LL_Day7_1_S29/dramv-distill/vMAG_stats.tsv,41LL_Day7_1
41LL_Day7_1_S29,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,9.0,11.0,12.0,1.0,1.0,./DRAMv/41LL_Day7_1_S29/dramv-distill/vMAG_stats.tsv,41LL_Day7_1
41LL_Day7_1_S29,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_1_S29/dramv-distill/vMAG_stats.tsv,41LL_Day7_1
41LL_Day7_20_S35,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,14.0,10.0,5.0,5.0,./DRAMv/41LL_Day7_20_S35/dramv-distill/vMAG_stats.tsv,41LL_Day7_20
41LL_Day7_20_S35,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,11.0,12.0,4.0,1.0,./DRAMv/41LL_Day7_20_S35/dramv-distill/vMAG_stats.tsv,41LL_Day7_20
41LL_Day7_20_S35,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_20_S35/dramv-distill/vMAG_stats.tsv,41LL_Day7_20
41LL_Day7_21_S358,16__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,6.0,7.0,10.0,7.0,12.0,./DRAMv/41LL_Day7_21_S358/dramv-distill/vMAG_stats.tsv,41LL_Day7_21
41LL_Day7_21_S358,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,11.0,6.0,8.0,./DRAMv/41LL_Day7_21_S358/dramv-distill/vMAG_stats.tsv,41LL_Day7_21
41LL_Day7_22_S366,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/41LL_Day7_22_S366/dramv-distill/vMAG_stats.tsv,41LL_Day7_22
41LL_Day7_22_S366,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,3.0,9.0,./DRAMv/41LL_Day7_22_S366/dramv-distill/vMAG_stats.tsv,41LL_Day7_22
41LL_Day7_22_S366,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41LL_Day7_22_S366/dramv-distill/vMAG_stats.tsv,41LL_Day7_22
41LL_Day7_23_S374,2__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/41LL_Day7_23_S374/dramv-distill/vMAG_stats.tsv,41LL_Day7_23
41LL_Day7_23_S374,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_23_S374/dramv-distill/vMAG_stats.tsv,41LL_Day7_23
41LL_Day7_23_S374,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/41LL_Day7_23_S374/dramv-distill/vMAG_stats.tsv,41LL_Day7_23
41LL_Day7_24_S382,1__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,6.0,11.0,13.0,4.0,1.0,./DRAMv/41LL_Day7_24_S382/dramv-distill/vMAG_stats.tsv,41LL_Day7_24
41LL_Day7_24_S382,1__1_partial_1-cat_1,1,False,False,61,12,0,False,0.09836065573770493,19.0,8.0,14.0,10.0,5.0,5.0,./DRAMv/41LL_Day7_24_S382/dramv-distill/vMAG_stats.tsv,41LL_Day7_24
41LL_Day7_24_S382,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41LL_Day7_24_S382/dramv-distill/vMAG_stats.tsv,41LL_Day7_24
41LL_Day7_2_S301,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/41LL_Day7_2_S301/dramv-distill/vMAG_stats.tsv,41LL_Day7_2
41LL_Day7_2_S301,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,8.0,4.0,./DRAMv/41LL_Day7_2_S301/dramv-distill/vMAG_stats.tsv,41LL_Day7_2
41LL_Day7_2_S301,1__2_partial-cat_1,1,False,False,18,4,0,False,0.0,2.0,0.0,1.0,14.0,0.0,1.0,./DRAMv/41LL_Day7_2_S301/dramv-distill/vMAG_stats.tsv,41LL_Day7_2
41LL_Day7_3_S309,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,5.0,12.0,./DRAMv/41LL_Day7_3_S309/dramv-distill/vMAG_stats.tsv,41LL_Day7_3
41LL_Day7_3_S309,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,8.0,12.0,3.0,8.0,./DRAMv/41LL_Day7_3_S309/dramv-distill/vMAG_stats.tsv,41LL_Day7_3
41LL_Day7_3_S309,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41LL_Day7_3_S309/dramv-distill/vMAG_stats.tsv,41LL_Day7_3
41LL_Day7_4_S317,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/41LL_Day7_4_S317/dramv-distill/vMAG_stats.tsv,41LL_Day7_4
41LL_Day7_4_S317,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,12.0,3.0,5.0,./DRAMv/41LL_Day7_4_S317/dramv-distill/vMAG_stats.tsv,41LL_Day7_4
41LL_Day7_4_S317,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41LL_Day7_4_S317/dramv-distill/vMAG_stats.tsv,41LL_Day7_4
41LL_Day7_5_S325,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,14.0,10.0,2.0,7.0,./DRAMv/41LL_Day7_5_S325/dramv-distill/vMAG_stats.tsv,41LL_Day7_5
41LL_Day7_5_S325,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,11.0,12.0,1.0,5.0,./DRAMv/41LL_Day7_5_S325/dramv-distill/vMAG_stats.tsv,41LL_Day7_5
41LL_Day7_5_S325,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41LL_Day7_5_S325/dramv-distill/vMAG_stats.tsv,41LL_Day7_5
41LL_Day7_7_S341,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,5.0,14.0,./DRAMv/41LL_Day7_7_S341/dramv-distill/vMAG_stats.tsv,41LL_Day7_7
41LL_Day7_7_S341,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,12.0,4.0,9.0,./DRAMv/41LL_Day7_7_S341/dramv-distill/vMAG_stats.tsv,41LL_Day7_7
