,Unnamed: 0,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral genes with host benefits,Viral genes with unknown function,Viral structure genes,Viral hypothetical genes,Viral genes with viral benefits,Viral replication genes,identification,sample,simple_id
348,52__full-cat_2,2,False,False,20,2,0,True,0.05,1.0,1.0,0.0,18.0,0.0,0.0,./23LL_Day3_8_S57/dramv-distill/vMAG_stats.tsv,23LL_Day3_8_S57,23LL_Day3_8
349,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,7.0,17.0,9.0,2.0,./23LL_Day3_9_S65/dramv-distill/vMAG_stats.tsv,23LL_Day3_9_S65,23LL_Day3_9
350,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,9.0,7.0,10.0,3.0,./23LL_Day3_9_S65/dramv-distill/vMAG_stats.tsv,23LL_Day3_9_S65,23LL_Day3_9
351,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./23LL_Day3_9_S65/dramv-distill/vMAG_stats.tsv,23LL_Day3_9_S65,23LL_Day3_9
352,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,9.0,18.0,2.0,17.0,9.0,2.0,./23LL_Day7_10_S752/dramv-distill/vMAG_stats.tsv,23LL_Day7_10_S752,23LL_Day7_10
353,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,13.0,16.0,0.0,7.0,10.0,3.0,./23LL_Day7_10_S752/dramv-distill/vMAG_stats.tsv,23LL_Day7_10_S752,23LL_Day7_10
354,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_10_S752/dramv-distill/vMAG_stats.tsv,23LL_Day7_10_S752,23LL_Day7_10
355,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./23LL_Day7_11_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_11_S75,23LL_Day7_11
356,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./23LL_Day7_11_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_11_S75,23LL_Day7_11
357,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Day7_11_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_11_S75,23LL_Day7_11
358,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./23LL_Day7_12_S754/dramv-distill/vMAG_stats.tsv,23LL_Day7_12_S754,23LL_Day7_12
359,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./23LL_Day7_12_S754/dramv-distill/vMAG_stats.tsv,23LL_Day7_12_S754,23LL_Day7_12
360,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_12_S754/dramv-distill/vMAG_stats.tsv,23LL_Day7_12_S754,23LL_Day7_12
361,130__full-cat_1,1,False,False,13,0,0,False,0.0,0.0,0.0,10.0,2.0,,1.0,./23LL_Day7_13_S95/dramv-distill/vMAG_stats.tsv,23LL_Day7_13_S95,23LL_Day7_13
362,133__full-cat_2,2,False,False,17,1,0,False,0.0,3.0,7.0,0.0,6.0,,1.0,./23LL_Day7_13_S95/dramv-distill/vMAG_stats.tsv,23LL_Day7_13_S95,23LL_Day7_13
363,243__full-cat_1,1,False,False,8,4,0,False,0.25,6.0,0.0,0.0,2.0,,0.0,./23LL_Day7_13_S95/dramv-distill/vMAG_stats.tsv,23LL_Day7_13_S95,23LL_Day7_13
364,89__full-cat_1,1,False,False,17,0,0,False,0.0,0.0,4.0,9.0,4.0,,0.0,./23LL_Day7_13_S95/dramv-distill/vMAG_stats.tsv,23LL_Day7_13_S95,23LL_Day7_13
365,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./23LL_Day7_15_S95/dramv-distill/vMAG_stats.tsv,23LL_Day7_15_S95,23LL_Day7_15
366,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./23LL_Day7_15_S95/dramv-distill/vMAG_stats.tsv,23LL_Day7_15_S95,23LL_Day7_15
367,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Day7_15_S95/dramv-distill/vMAG_stats.tsv,23LL_Day7_15_S95,23LL_Day7_15
368,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,8.0,18.0,6.0,17.0,6.0,2.0,./23LL_Day7_16_S954/dramv-distill/vMAG_stats.tsv,23LL_Day7_16_S954,23LL_Day7_16
369,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,11.0,16.0,5.0,7.0,7.0,3.0,./23LL_Day7_16_S954/dramv-distill/vMAG_stats.tsv,23LL_Day7_16_S954,23LL_Day7_16
370,1__2_partial_1-cat_1,1,False,False,18,3,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_16_S954/dramv-distill/vMAG_stats.tsv,23LL_Day7_16_S954,23LL_Day7_16
371,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,7.0,17.0,9.0,2.0,./23LL_Day7_17_S955/dramv-distill/vMAG_stats.tsv,23LL_Day7_17_S955,23LL_Day7_17
372,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,9.0,7.0,10.0,3.0,./23LL_Day7_17_S955/dramv-distill/vMAG_stats.tsv,23LL_Day7_17_S955,23LL_Day7_17
373,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./23LL_Day7_17_S955/dramv-distill/vMAG_stats.tsv,23LL_Day7_17_S955,23LL_Day7_17
374,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,3.0,2.0,./23LL_Day7_18_S956/dramv-distill/vMAG_stats.tsv,23LL_Day7_18_S956,23LL_Day7_18
375,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./23LL_Day7_18_S956/dramv-distill/vMAG_stats.tsv,23LL_Day7_18_S956,23LL_Day7_18
376,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_18_S956/dramv-distill/vMAG_stats.tsv,23LL_Day7_18_S956,23LL_Day7_18
377,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./23LL_Day7_19_S957/dramv-distill/vMAG_stats.tsv,23LL_Day7_19_S957,23LL_Day7_19
378,1__1_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_19_S957/dramv-distill/vMAG_stats.tsv,23LL_Day7_19_S957,23LL_Day7_19
379,3__0_partial_1-cat_1,1,False,False,48,9,0,True,0.0625,20.0,16.0,0.0,6.0,1.0,5.0,./23LL_Day7_19_S957/dramv-distill/vMAG_stats.tsv,23LL_Day7_19_S957,23LL_Day7_19
380,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,8.0,17.0,1.0,9.0,./23LL_Day7_1_S74/dramv-distill/vMAG_stats.tsv,23LL_Day7_1_S74,23LL_Day7_1
381,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,7.0,16.0,9.0,7.0,1.0,9.0,./23LL_Day7_1_S74/dramv-distill/vMAG_stats.tsv,23LL_Day7_1_S74,23LL_Day7_1
382,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Day7_1_S74/dramv-distill/vMAG_stats.tsv,23LL_Day7_1_S74,23LL_Day7_1
383,2__0_partial_1-cat_1,1,False,False,56,6,0,False,0.0,14.0,18.0,2.0,17.0,3.0,2.0,./23LL_Day7_20_S958/dramv-distill/vMAG_stats.tsv,23LL_Day7_20_S958,23LL_Day7_20
384,2__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./23LL_Day7_20_S958/dramv-distill/vMAG_stats.tsv,23LL_Day7_20_S958,23LL_Day7_20
385,2__2_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,5.0,0.0,0.0,12.0,0.0,0.0,./23LL_Day7_20_S958/dramv-distill/vMAG_stats.tsv,23LL_Day7_20_S958,23LL_Day7_20
386,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,8.0,18.0,7.0,17.0,1.0,6.0,./23LL_Day7_23_S128/dramv-distill/vMAG_stats.tsv,23LL_Day7_23_S128,23LL_Day7_23
387,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,14.0,16.0,5.0,7.0,1.0,6.0,./23LL_Day7_23_S128/dramv-distill/vMAG_stats.tsv,23LL_Day7_23_S128,23LL_Day7_23
388,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,0.0,13.0,0.0,2.0,./23LL_Day7_23_S128/dramv-distill/vMAG_stats.tsv,23LL_Day7_23_S128,23LL_Day7_23
389,10__full-cat_1,1,False,False,22,5,0,False,0.0,6.0,2.0,2.0,11.0,0.0,1.0,./23LL_Day7_24_S128/dramv-distill/vMAG_stats.tsv,23LL_Day7_24_S128,23LL_Day7_24
390,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./23LL_Day7_24_S128/dramv-distill/vMAG_stats.tsv,23LL_Day7_24_S128,23LL_Day7_24
391,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,1.0,5.0,./23LL_Day7_24_S128/dramv-distill/vMAG_stats.tsv,23LL_Day7_24_S128,23LL_Day7_24
392,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_24_S128/dramv-distill/vMAG_stats.tsv,23LL_Day7_24_S128,23LL_Day7_24
393,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./23LL_Day7_2_S744/dramv-distill/vMAG_stats.tsv,23LL_Day7_2_S744,23LL_Day7_2
394,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./23LL_Day7_2_S744/dramv-distill/vMAG_stats.tsv,23LL_Day7_2_S744,23LL_Day7_2
395,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Day7_2_S744/dramv-distill/vMAG_stats.tsv,23LL_Day7_2_S744,23LL_Day7_2
396,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,12.0,17.0,4.0,2.0,./23LL_Day7_3_S745/dramv-distill/vMAG_stats.tsv,23LL_Day7_3_S745,23LL_Day7_3
397,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,4.0,16.0,14.0,7.0,5.0,3.0,./23LL_Day7_3_S745/dramv-distill/vMAG_stats.tsv,23LL_Day7_3_S745,23LL_Day7_3
398,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./23LL_Day7_3_S745/dramv-distill/vMAG_stats.tsv,23LL_Day7_3_S745,23LL_Day7_3
399,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./23LL_Day7_4_S746/dramv-distill/vMAG_stats.tsv,23LL_Day7_4_S746,23LL_Day7_4
400,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./23LL_Day7_4_S746/dramv-distill/vMAG_stats.tsv,23LL_Day7_4_S746,23LL_Day7_4
401,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_4_S746/dramv-distill/vMAG_stats.tsv,23LL_Day7_4_S746,23LL_Day7_4
402,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./23LL_Day7_5_S747/dramv-distill/vMAG_stats.tsv,23LL_Day7_5_S747,23LL_Day7_5
403,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./23LL_Day7_5_S747/dramv-distill/vMAG_stats.tsv,23LL_Day7_5_S747,23LL_Day7_5
404,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_5_S747/dramv-distill/vMAG_stats.tsv,23LL_Day7_5_S747,23LL_Day7_5
405,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./23LL_Day7_6_S748/dramv-distill/vMAG_stats.tsv,23LL_Day7_6_S748,23LL_Day7_6
406,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./23LL_Day7_6_S748/dramv-distill/vMAG_stats.tsv,23LL_Day7_6_S748,23LL_Day7_6
407,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Day7_6_S748/dramv-distill/vMAG_stats.tsv,23LL_Day7_6_S748,23LL_Day7_6
408,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./23LL_Day7_7_S749/dramv-distill/vMAG_stats.tsv,23LL_Day7_7_S749,23LL_Day7_7
409,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,14.0,7.0,5.0,4.0,./23LL_Day7_7_S749/dramv-distill/vMAG_stats.tsv,23LL_Day7_7_S749,23LL_Day7_7
410,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Day7_7_S749/dramv-distill/vMAG_stats.tsv,23LL_Day7_7_S749,23LL_Day7_7
411,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./23LL_Day7_8_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_8_S75,23LL_Day7_8
412,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,14.0,7.0,5.0,4.0,./23LL_Day7_8_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_8_S75,23LL_Day7_8
413,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Day7_8_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_8_S75,23LL_Day7_8
414,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,6.0,17.0,4.0,11.0,./23LL_Day7_9_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_9_S75,23LL_Day7_9
415,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./23LL_Day7_9_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_9_S75,23LL_Day7_9
416,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Day7_9_S75/dramv-distill/vMAG_stats.tsv,23LL_Day7_9_S75,23LL_Day7_9
417,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,7.0,18.0,12.0,17.0,1.0,2.0,./23LL_Month10_10_S265/dramv-distill/vMAG_stats.tsv,23LL_Month10_10_S265,23LL_Month10_10
418,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,8.0,16.0,14.0,7.0,1.0,3.0,./23LL_Month10_10_S265/dramv-distill/vMAG_stats.tsv,23LL_Month10_10_S265,23LL_Month10_10
419,1__2_partial_1-cat_1,1,False,False,22,3,0,False,0.045454545454545456,4.0,0.0,1.0,17.0,0.0,0.0,./23LL_Month10_10_S265/dramv-distill/vMAG_stats.tsv,23LL_Month10_10_S265,23LL_Month10_10
420,1__0_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,13.0,16.0,0.0,7.0,10.0,3.0,./23LL_Month10_11_S27/dramv-distill/vMAG_stats.tsv,23LL_Month10_11_S27,23LL_Month10_11
421,1__1_partial_1-cat_1,1,False,False,56,6,0,False,0.0,8.0,18.0,2.0,17.0,9.0,2.0,./23LL_Month10_11_S27/dramv-distill/vMAG_stats.tsv,23LL_Month10_11_S27,23LL_Month10_11
422,1__2_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,5.0,0.0,0.0,12.0,0.0,0.0,./23LL_Month10_11_S27/dramv-distill/vMAG_stats.tsv,23LL_Month10_11_S27,23LL_Month10_11
423,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./23LL_Month10_12_S281/dramv-distill/vMAG_stats.tsv,23LL_Month10_12_S281,23LL_Month10_12
424,1__1_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_12_S281/dramv-distill/vMAG_stats.tsv,23LL_Month10_12_S281,23LL_Month10_12
425,2__full_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,20.0,15.0,0.0,5.0,1.0,5.0,./23LL_Month10_12_S281/dramv-distill/vMAG_stats.tsv,23LL_Month10_12_S281,23LL_Month10_12
426,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,7.0,18.0,12.0,17.0,1.0,2.0,./23LL_Month10_13_S194/dramv-distill/vMAG_stats.tsv,23LL_Month10_13_S194,23LL_Month10_13
427,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,8.0,16.0,14.0,7.0,1.0,3.0,./23LL_Month10_13_S194/dramv-distill/vMAG_stats.tsv,23LL_Month10_13_S194,23LL_Month10_13
428,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,3.0,0.0,2.0,13.0,0.0,0.0,./23LL_Month10_13_S194/dramv-distill/vMAG_stats.tsv,23LL_Month10_13_S194,23LL_Month10_13
429,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,3.0,2.0,./23LL_Month10_14_S202/dramv-distill/vMAG_stats.tsv,23LL_Month10_14_S202,23LL_Month10_14
430,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,3.0,3.0,./23LL_Month10_14_S202/dramv-distill/vMAG_stats.tsv,23LL_Month10_14_S202,23LL_Month10_14
431,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_14_S202/dramv-distill/vMAG_stats.tsv,23LL_Month10_14_S202,23LL_Month10_14
432,2__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,12.0,18.0,2.0,17.0,1.0,7.0,./23LL_Month10_15_S21/dramv-distill/vMAG_stats.tsv,23LL_Month10_15_S21,23LL_Month10_15
433,2__1_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,5.0,0.0,0.0,12.0,0.0,0.0,./23LL_Month10_15_S21/dramv-distill/vMAG_stats.tsv,23LL_Month10_15_S21,23LL_Month10_15
434,3__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,17.0,15.0,0.0,5.0,1.0,8.0,./23LL_Month10_15_S21/dramv-distill/vMAG_stats.tsv,23LL_Month10_15_S21,23LL_Month10_15
435,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./23LL_Month10_16_S218/dramv-distill/vMAG_stats.tsv,23LL_Month10_16_S218,23LL_Month10_16
436,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,14.0,7.0,5.0,4.0,./23LL_Month10_16_S218/dramv-distill/vMAG_stats.tsv,23LL_Month10_16_S218,23LL_Month10_16
437,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Month10_16_S218/dramv-distill/vMAG_stats.tsv,23LL_Month10_16_S218,23LL_Month10_16
438,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,9.0,18.0,2.0,17.0,9.0,2.0,./23LL_Month10_17_S226/dramv-distill/vMAG_stats.tsv,23LL_Month10_17_S226,23LL_Month10_17
439,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,13.0,16.0,0.0,7.0,10.0,3.0,./23LL_Month10_17_S226/dramv-distill/vMAG_stats.tsv,23LL_Month10_17_S226,23LL_Month10_17
440,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_17_S226/dramv-distill/vMAG_stats.tsv,23LL_Month10_17_S226,23LL_Month10_17
441,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,1.0,18.0,12.0,17.0,4.0,5.0,./23LL_Month10_18_S234/dramv-distill/vMAG_stats.tsv,23LL_Month10_18_S234,23LL_Month10_18
442,1__1_partial_1-cat_1,1,False,False,48,9,0,True,0.0625,3.0,15.0,14.0,7.0,5.0,4.0,./23LL_Month10_18_S234/dramv-distill/vMAG_stats.tsv,23LL_Month10_18_S234,23LL_Month10_18
443,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,1.0,0.0,2.0,13.0,0.0,2.0,./23LL_Month10_18_S234/dramv-distill/vMAG_stats.tsv,23LL_Month10_18_S234,23LL_Month10_18
444,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./23LL_Month10_19_S242/dramv-distill/vMAG_stats.tsv,23LL_Month10_19_S242,23LL_Month10_19
445,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,1.0,5.0,./23LL_Month10_19_S242/dramv-distill/vMAG_stats.tsv,23LL_Month10_19_S242,23LL_Month10_19
446,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_19_S242/dramv-distill/vMAG_stats.tsv,23LL_Month10_19_S242,23LL_Month10_19
447,1__0_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,3.0,16.0,7.0,7.0,5.0,11.0,./23LL_Month10_1_S19/dramv-distill/vMAG_stats.tsv,23LL_Month10_1_S19,23LL_Month10_1
448,2__0_partial_1-cat_1,1,False,False,17,2,0,False,0.05882352941176471,1.0,0.0,2.0,12.0,0.0,2.0,./23LL_Month10_1_S19/dramv-distill/vMAG_stats.tsv,23LL_Month10_1_S19,23LL_Month10_1
449,3__0_partial_1-cat_1,1,False,False,56,6,0,False,0.0,0.0,18.0,6.0,17.0,4.0,11.0,./23LL_Month10_1_S19/dramv-distill/vMAG_stats.tsv,23LL_Month10_1_S19,23LL_Month10_1
450,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,2.0,17.0,1.0,4.0,./23LL_Month10_20_S25/dramv-distill/vMAG_stats.tsv,23LL_Month10_20_S25,23LL_Month10_20
451,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,0.0,7.0,1.0,5.0,./23LL_Month10_20_S25/dramv-distill/vMAG_stats.tsv,23LL_Month10_20_S25,23LL_Month10_20
452,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_20_S25/dramv-distill/vMAG_stats.tsv,23LL_Month10_20_S25,23LL_Month10_20
453,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,9.0,18.0,2.0,17.0,9.0,2.0,./23LL_Month10_21_S258/dramv-distill/vMAG_stats.tsv,23LL_Month10_21_S258,23LL_Month10_21
454,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,13.0,16.0,0.0,7.0,10.0,3.0,./23LL_Month10_21_S258/dramv-distill/vMAG_stats.tsv,23LL_Month10_21_S258,23LL_Month10_21
455,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_21_S258/dramv-distill/vMAG_stats.tsv,23LL_Month10_21_S258,23LL_Month10_21
456,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./23LL_Month10_22_S266/dramv-distill/vMAG_stats.tsv,23LL_Month10_22_S266,23LL_Month10_22
457,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./23LL_Month10_22_S266/dramv-distill/vMAG_stats.tsv,23LL_Month10_22_S266,23LL_Month10_22
458,1__2_partial_1-cat_1,1,False,False,18,1,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_22_S266/dramv-distill/vMAG_stats.tsv,23LL_Month10_22_S266,23LL_Month10_22
459,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,15.0,18.0,4.0,17.0,1.0,2.0,./23LL_Month10_24_S282/dramv-distill/vMAG_stats.tsv,23LL_Month10_24_S282,23LL_Month10_24
460,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,20.0,16.0,2.0,7.0,1.0,3.0,./23LL_Month10_24_S282/dramv-distill/vMAG_stats.tsv,23LL_Month10_24_S282,23LL_Month10_24
461,1__2_partial_1-cat_1,1,False,False,18,3,0,False,0.05555555555555555,5.0,0.0,0.0,13.0,0.0,0.0,./23LL_Month10_24_S282/dramv-distill/vMAG_stats.tsv,23LL_Month10_24_S282,23LL_Month10_24
462,34__full_1-cat_2,2,False,False,9,0,0,False,0.0,2.0,3.0,0.0,4.0,0.0,0.0,./23LL_Month10_24_S282/dramv-distill/vMAG_stats.tsv,23LL_Month10_24_S282,23LL_Month10_24
463,1__0_partial_1-cat_1,1,False,False,57,7,0,False,0.017543859649122806,4.0,18.0,6.0,17.0,1.0,11.0,./23LL_Month10_2_S201/dramv-distill/vMAG_stats.tsv,23LL_Month10_2_S201,23LL_Month10_2
464,1__1_partial_1-cat_1,1,False,False,49,9,0,True,0.061224489795918366,7.0,16.0,7.0,7.0,1.0,11.0,./23LL_Month10_2_S201/dramv-distill/vMAG_stats.tsv,23LL_Month10_2_S201,23LL_Month10_2
