	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
980	ybaB	20.432680008927075	0.001	unweighted	1940	1940
981	ybfE	18.784993601860574	0.001	unweighted	1892	1892
982	ttdA	10.30923644049392	0.001	unweighted	1878	1878
983	rpmC	7.747770521723042	0.001	unweighted	1931	1931
984	sadB	17.640999815588717	0.001	unweighted	1889	1889
985	mcbA_1	8.328153416070473	0.001	unweighted	1898	1898
986	der	3.393533005347563	0.003	unweighted	1934	1934
987	gpp	9.766985588499525	0.001	unweighted	1866	1866
988	creD	10.751490570315317	0.001	unweighted	1933	1933
989	atoD	5.941465388685231	0.001	unweighted	1882	1882
990	purK	16.99432028483337	0.001	unweighted	1930	1930
991	ampH	16.301286684688176	0.001	unweighted	1932	1932
992	ybhA	19.372324648051176	0.001	unweighted	1890	1890
993	eamA	5.253453241499394	0.001	unweighted	1882	1882
994	rpmI	4.788418263737347	0.001	unweighted	1933	1933
995	yncE	13.189758305067128	0.001	unweighted	1856	1856
996	lacY	18.844295876533153	0.001	unweighted	1882	1882
997	amyA	6.315175064889854	0.001	unweighted	1877	1877
998	torT	7.933754346062126	0.001	unweighted	1881	1881
999	codB_2	9.064747929066545	0.001	unweighted	1897	1897
1000	yqjF	9.62099941936205	0.001	unweighted	1873	1873
1001	cutA	12.670576592872282	0.001	unweighted	1877	1877
1002	sucA_2	25.543498212587785	0.001	unweighted	1894	1894
1003	ypdE	5.701841510825127	0.001	unweighted	1930	1930
1004	cusF	19.989400741405802	0.001	unweighted	1887	1887
1005	hsdR_1	13.023345236748513	0.001	unweighted	1894	1894
1006	phnG	10.836776647647712	0.001	unweighted	1929	1929
1007	pgpA	16.16806162956584	0.001	unweighted	1938	1938
1008	cobS	5.402201858976919	0.001	unweighted	1931	1931
1009	yjiL	12.723210748438035	0.001	unweighted	1879	1879
1010	cbrA	17.3076130183272	0.001	unweighted	1895	1895
1011	hemN_2	12.433220078037152	0.001	unweighted	1948	1948
1012	gltI	19.811271629018183	0.001	unweighted	1890	1890
1013	ykgO	17.83403781765325	0.001	unweighted	1933	1933
1014	ygbE	22.47534645923182	0.001	unweighted	1881	1881
1015	yfeO	5.782427964854006	0.001	unweighted	1891	1891
1016	truC	23.091049205498575	0.001	unweighted	1886	1886
1017	copA	21.194796317980998	0.001	unweighted	1886	1886
1018	yjgB	14.157945434673563	0.001	unweighted	1881	1881
1019	yahB	12.703541148161777	0.001	unweighted	1926	1926
1020	def	13.292093835819543	0.001	unweighted	1892	1892
1021	ymdA	8.555444925824613	0.001	unweighted	1887	1887
1022	rsmJ	8.42425449581575	0.001	unweighted	1931	1931
1023	hycH	24.27043006238726	0.001	unweighted	1884	1884
1024	citT_1	38.96823091181491	0.001	unweighted	1899	1899
1025	yafL	8.298429484247757	0.001	unweighted	1884	1884
1026	dsdC	5.44786617832084	0.001	unweighted	1885	1885
1027	yedW_1	26.388749577248444	0.001	unweighted	1951	1951
1028	dps	8.055385770390778	0.001	unweighted	1934	1934
1029	lptE	17.831444088164204	0.001	unweighted	1937	1937
1030	carB	10.331610005389939	0.001	unweighted	1924	1924
1031	ydeA	5.158379573692049	0.001	unweighted	1880	1880
1032	clpB	24.048046609971937	0.001	unweighted	1875	1875
1033	yebK	5.9019836764054565	0.001	unweighted	1881	1881
1034	pflD	10.75840844443984	0.001	unweighted	1887	1887
1035	hisJ	5.154281654235901	0.001	unweighted	1922	1922
1036	dctA	17.203548592840242	0.001	unweighted	1881	1881
1037	sucB_1	34.127324023522114	0.001	unweighted	1948	1948
1038	ygeV	21.96548822764405	0.001	unweighted	1884	1884
1039	rcsF	11.13822882689522	0.001	unweighted	1882	1882
1040	gadE	12.0731490990224	0.001	unweighted	1881	1881
1041	murP	5.153798988797782	0.001	unweighted	1886	1886
1042	serC	5.74607281048539	0.001	unweighted	1926	1926
1043	yiiE	10.88102995793512	0.001	unweighted	1884	1884
1044	modE_1	25.53208133669899	0.001	unweighted	1945	1945
1045	yhgF	8.804165077634792	0.001	unweighted	1920	1920
1046	mprA_1	23.64869877837462	0.001	unweighted	1950	1950
1047	ypdA_2	3.7324855592753363	0.002	unweighted	1947	1947
1048	ubiD	9.50981653436248	0.001	unweighted	1888	1888
1049	modB	19.3281754364723	0.001	unweighted	1891	1891
1050	yebA	5.846144630817593	0.001	unweighted	1882	1882
1051	yfbV	6.319771601835663	0.001	unweighted	1879	1879
1052	kdsD_2	36.11953377835001	0.001	unweighted	1901	1901
1053	pepE	10.687205700043606	0.001	unweighted	1887	1887
1054	osmE	5.224394214360794	0.001	unweighted	1934	1934
1055	fhuB	11.514821033718098	0.001	unweighted	1878	1878
1056	rlmJ	8.754437423078464	0.001	unweighted	1930	1930
1057	yjiR	12.763778321467102	0.001	unweighted	1878	1878
1058	fepE	19.799064165455853	0.001	unweighted	1883	1883
1059	hycB	24.16614134036774	0.001	unweighted	1885	1885
1060	yaaA	10.46070966775352	0.001	unweighted	1934	1934
1061	gshA	19.075336893607187	0.001	unweighted	1926	1926
1062	uspB	11.215584924280538	0.001	unweighted	1870	1870
1063	neuA	9.563668031858255	0.001	unweighted	1853	1853
1064	purU	10.284464005666239	0.001	unweighted	1882	1882
1065	talA	4.793116856995019	0.001	unweighted	1889	1889
1066	hyuA	19.08954759668868	0.001	unweighted	1935	1935
1067	bcsQ	17.244185980934613	0.001	unweighted	1884	1884
1068	yniD	5.213923672880003	0.001	unweighted	1883	1883
1069	yceJ	8.839843315478197	0.001	unweighted	1876	1876
1070	mdoG	8.312177525709087	0.001	unweighted	1937	1937
1071	ulaB_2	28.116643597779465	0.001	unweighted	1898	1898
1072	hcp	7.138736374661848	0.001	unweighted	1879	1879
1073	metQ	11.245626215028512	0.001	unweighted	1880	1880
1074	fabA	5.7400204375381865	0.001	unweighted	1926	1926
1075	gspL	8.539184087296134	0.001	unweighted	1883	1883
1076	fliH	6.137618156112321	0.001	unweighted	1887	1887
1077	tktA_2	9.183169719871207	0.001	unweighted	1897	1897
1078	eutB	4.079599856185969	0.001	unweighted	1928	1928
1079	pabA	10.78019298676085	0.001	unweighted	1924	1924
1080	flgE_2	26.528580717186895	0.001	unweighted	1945	1945
1081	ytjC	12.228163033491008	0.001	unweighted	1884	1884
1082	nhaB	9.327800378715054	0.001	unweighted	1932	1932
1083	gutQ	24.138272932958113	0.001	unweighted	1885	1885
1084	yadD_5	10.716761908011181	0.001	unweighted	1890	1890
1085	thiP	11.927696794140676	0.001	unweighted	1887	1887
1086	ilvI	10.016035400521263	0.001	unweighted	1938	1938
1087	yghD	8.458152445952798	0.001	unweighted	1934	1934
1088	yjdJ	12.349970777290393	0.001	unweighted	1888	1888
1089	secG	8.350003294811323	0.001	unweighted	1883	1883
1090	chbA_2	4.641888040878956	0.003	unweighted	1898	1898
1091	guaD	22.88319056040154	0.001	unweighted	1880	1880
1092	artM	7.973286521853253	0.001	unweighted	1885	1885
1093	fdhE	10.883986143935399	0.001	unweighted	1935	1935
1094	nagE	14.043076546967919	0.001	unweighted	1937	1937
1095	narZ	18.11064349277545	0.001	unweighted	1865	1865
1096	blc	10.102857959095761	0.001	unweighted	1932	1932
1097	eutN_1	5.238786065357136	0.001	unweighted	1897	1897
1098	secM	12.332551926170465	0.001	unweighted	1886	1886
1099	cadA	13.366083812486208	0.001	unweighted	1879	1879
1100	garL	9.512544082841416	0.001	unweighted	1875	1875
1101	ulaF	10.900797721197074	0.001	unweighted	1931	1931
1102	ilvC	9.904610980040836	0.001	unweighted	1913	1913
1103	fdoH	8.327973344461496	0.001	unweighted	1938	1938
1104	yafX_1	34.279052182949606	0.001	unweighted	1785	1785
1105	srlD	24.072937088031004	0.001	unweighted	1888	1888
1106	apaH	11.897640226505967	0.001	unweighted	1928	1928
1107	ydhY	4.670192591315275	0.001	unweighted	1927	1927
1108	yqiD	9.517015860900537	0.001	unweighted	1883	1883
1109	thrA	11.901881438113142	0.001	unweighted	1881	1881
1110	yhjH_2	22.739304051857836	0.001	unweighted	1897	1897
1111	lnt	20.20667156750446	0.001	unweighted	1937	1937
1112	aphA	10.757563872629442	0.001	unweighted	1929	1929
1113	yhdZ	9.434289708580199	0.001	unweighted	1927	1927
1114	glpG_2	26.775321061598568	0.001	unweighted	1896	1896
1115	cheA	5.97715679064257	0.001	unweighted	1881	1881
1116	mgtA	12.92012656019294	0.001	unweighted	1884	1884
1117	flhB_2	12.34708873069767	0.001	unweighted	1946	1946
1118	chbF	4.9719014411165805	0.002	unweighted	1885	1885
1119	hupA	10.26523588701557	0.001	unweighted	1931	1931
1120	ybbJ	19.969742419830034	0.001	unweighted	1940	1940
1121	ttgI	5.439868288059851	0.001	unweighted	1880	1880
1122	ybeM	20.158332588374837	0.001	unweighted	1880	1880
1123	lolB	6.91092845102337	0.001	unweighted	1933	1933
1124	uraA	5.297142176967079	0.001	unweighted	1930	1930
1125	dfp	15.050531454416909	0.001	unweighted	1934	1934
1126	rffH	10.458387873486652	0.001	unweighted	1862	1862
1127	xerC_2	21.845379346015434	0.001	unweighted	1951	1951
1128	uhpT	17.729753579996583	0.001	unweighted	1891	1891
1129	eutH	5.252827555136111	0.001	unweighted	1931	1931
1130	secY	10.638622190515385	0.001	unweighted	1930	1930
1131	yghZ	9.166437001527228	0.001	unweighted	1889	1889
1132	glyQ	12.606033003480198	0.001	unweighted	1934	1934
1133	wrbA_2	5.276876695849932	0.001	unweighted	1946	1946
1134	ulaR	13.451752229203391	0.001	unweighted	1885	1885
1135	malT	15.493952729382242	0.001	unweighted	1755	1755
1136	yjcS	9.956674230809936	0.001	unweighted	1928	1928
1137	aroH	5.226500348479347	0.001	unweighted	1889	1889
1138	speC	22.608961577823507	0.001	unweighted	1877	1877
1139	araF	6.160014686970929	0.001	unweighted	1885	1885
1140	glpX	11.198419225966724	0.001	unweighted	1887	1887
1141	sspA	8.387044225653709	0.001	unweighted	1877	1877
1142	ygfT	23.281546974777992	0.001	unweighted	1886	1886
1143	arfA	11.819234626476453	0.001	unweighted	1940	1940
1144	nanR	7.981342310580839	0.001	unweighted	1887	1887
1145	coaE	12.128153025153324	0.001	unweighted	1932	1932
1146	ccmF	3.9649969995302583	0.002	unweighted	1924	1924
1147	nuoB	4.0749425379560025	0.004	unweighted	1931	1931
1148	yeaI	5.413004856160703	0.001	unweighted	1878	1878
1149	eutM_2	4.24934150105117	0.001	unweighted	1900	1900
1150	yidC	18.52367607443402	0.001	unweighted	1937	1937
1151	rimO	7.196007835029717	0.001	unweighted	1932	1932
1152	htpX	5.97153057702422	0.001	unweighted	1884	1884
1153	msrB	3.8643922769357455	0.002	unweighted	1934	1934
1154	qseG	5.254113673782193	0.001	unweighted	1881	1881
1155	ybeY	18.861069807630525	0.001	unweighted	1936	1936
1156	kduD_1	22.904749410186096	0.001	unweighted	1950	1950
1157	chbR	5.617470672156554	0.001	unweighted	1884	1884
1158	deoB	11.666955030704061	0.001	unweighted	1881	1881
1159	alaA	4.2959921940115295	0.002	unweighted	1930	1930
1160	nemR	5.775570978608853	0.001	unweighted	1889	1889
1161	rsgA	10.193098052461254	0.001	unweighted	1932	1932
1162	slyB	3.9877974336056723	0.002	unweighted	1924	1924
1163	flhA_1	6.198858569673095	0.001	unweighted	1947	1947
1164	mdtB	5.259645975023187	0.001	unweighted	1878	1878
1165	malK_1	33.80981853507253	0.001	unweighted	1939	1939
1166	fumA	4.287302709857223	0.001	unweighted	1924	1924
1167	fecD_1	17.37882114172509	0.001	unweighted	1949	1949
1168	ymgC	9.742720518558507	0.001	unweighted	1881	1881
1169	dhaR_2	31.769423303741043	0.001	unweighted	1896	1896
1170	yabI	12.321072629335372	0.001	unweighted	1890	1890
1171	hofM	12.570336125247085	0.001	unweighted	1878	1878
1172	waaJ_1	17.91339660632782	0.001	unweighted	1892	1892
1173	bcsE	17.669615619319774	0.001	unweighted	1884	1884
1174	atpD	13.072302339071966	0.001	unweighted	1939	1939
1175	sufD	4.804139445127387	0.001	unweighted	1884	1884
1176	flgF_1	21.800099992392738	0.001	unweighted	1945	1945
1177	ulaA_1	18.016664812899222	0.001	unweighted	1899	1899
1178	mdtH	9.154827619756109	0.001	unweighted	1881	1881
1179	torR_5	15.713600578223556	0.001	unweighted	1939	1939
1180	ebgC	9.839379963378663	0.001	unweighted	1880	1880
1181	metE	10.246809034936845	0.001	unweighted	1926	1926
1182	btuE	5.637479993497348	0.001	unweighted	1881	1881
1183	dgoR	18.22370335377958	0.001	unweighted	1895	1895
1184	garR	9.479386496708697	0.001	unweighted	1871	1871
1185	aroB	12.182893844671026	0.001	unweighted	1924	1924
1186	ogt	8.957782764367153	0.001	unweighted	1923	1923
1187	thiD	3.590447681222908	0.005	unweighted	1927	1927
1188	nlpD	18.01514185436949	0.001	unweighted	1919	1919
1189	fixC	12.153201989364387	0.001	unweighted	1883	1883
1190	hipB	5.6098548391507705	0.001	unweighted	1887	1887
1191	chbB_1	5.7214072341448965	0.001	unweighted	1892	1892
1192	yjjP	12.86161739281969	0.001	unweighted	1885	1885
1193	cueO	11.847213845641097	0.001	unweighted	1880	1880
1194	allD_1	27.803758446356465	0.001	unweighted	1897	1897
1195	glpR	12.93788721079152	0.001	unweighted	1872	1872
1196	ruvC	3.5210579970655003	0.001	unweighted	1928	1928
1197	ydaN	11.829589504877136	0.001	unweighted	1878	1878
1198	seqA	19.19698225979923	0.001	unweighted	1885	1885
1199	yhcC	8.37733073520382	0.001	unweighted	1883	1883
1200	esiB_1	30.871913733713455	0.001	unweighted	1934	1934
1201	ppiA	10.59541928148563	0.001	unweighted	1920	1920
1202	yhjJ	17.451183428099128	0.001	unweighted	1881	1881
1203	nuoH	4.693083283659367	0.001	unweighted	1922	1922
1204	kdpD	17.560357248498534	0.001	unweighted	1930	1930
1205	trmD	23.910354630695647	0.001	unweighted	1932	1932
1206	glnQ	6.095169894547017	0.001	unweighted	1935	1935
1207	yihX	10.82922406383653	0.001	unweighted	1891	1891
1208	fliA_1	5.398452419451219	0.001	unweighted	1949	1949
1209	kbaY_1	19.94126448610307	0.001	unweighted	1900	1900
1210	glgX	8.327834653846429	0.001	unweighted	1932	1932
1211	ghrB_2	27.76224445478795	0.001	unweighted	1947	1947
1212	manA	6.0196893482729035	0.001	unweighted	1877	1877
1213	tsx_1	17.312993403977384	0.001	unweighted	1896	1896
1214	prlC	12.003827073636538	0.001	unweighted	1927	1927
1215	sdaA	6.298242250749781	0.001	unweighted	1874	1874
1216	lysU	12.270814175208526	0.001	unweighted	1883	1883
1217	wzyE	9.34045521805564	0.001	unweighted	1862	1862
1218	panD	10.271951166844792	0.001	unweighted	1936	1936
1219	ytfF	12.80948024546593	0.001	unweighted	1889	1889
1220	cpxA	10.863539255666765	0.001	unweighted	1889	1889
1221	ybgL	17.559523474740743	0.001	unweighted	1887	1887
1222	gatB_1	23.51841581757429	0.001	unweighted	1898	1898
1223	rplJ	8.833401031828325	0.001	unweighted	1933	1933
1224	ompC	5.983159255335805	0.001	unweighted	1878	1878
1225	adhE_1	6.36881532336073	0.001	unweighted	1895	1895
1226	yeeS_3	23.557829835120142	0.001	unweighted	1804	1804
1227	miaB	18.584561237280877	0.001	unweighted	1933	1933
1228	ftsE	8.276466183576897	0.001	unweighted	1929	1929
1229	ecpD	17.87891658046184	0.001	unweighted	1882	1882
1230	iraP	21.2337878858257	0.001	unweighted	1882	1882
1231	ybiB	8.667338412508588	0.001	unweighted	1927	1927
1232	lapB	10.726410106395518	0.001	unweighted	1880	1880
1233	csy3	5.15600010081283	0.001	unweighted	1920	1920
1234	tnaB	17.78596917470578	0.001	unweighted	1894	1894
1235	zapB	11.30077389606707	0.001	unweighted	1891	1891
1236	ytfL	10.98697446647935	0.001	unweighted	1935	1935
1237	intS_2	13.073589699248654	0.001	unweighted	1940	1940
1238	emrY	5.349467130095961	0.001	unweighted	1887	1887
1239	yciE	8.193042693238896	0.001	unweighted	1929	1929
1240	exoX	6.3169024808833925	0.001	unweighted	1872	1872
1241	wcaD	5.614404492367259	0.001	unweighted	1887	1887
1242	ybgF	14.610331798500459	0.001	unweighted	1935	1935
1243	sdsP_1	11.706320132698998	0.001	unweighted	1897	1897
1244	rhaS	10.427277908936643	0.001	unweighted	1888	1888
1245	mak_2	27.732754503648177	0.001	unweighted	1898	1898
1246	ybiH	8.884387463258426	0.001	unweighted	1884	1884
1247	ugpE	12.243396756043243	0.001	unweighted	1884	1884
1248	yobA	6.55178421655114	0.001	unweighted	1882	1882
1249	livH	10.955070789524743	0.001	unweighted	1881	1881
1250	yhaV	9.025622458975295	0.001	unweighted	1873	1873
1251	rlpA	21.154465494884054	0.001	unweighted	1885	1885
1252	higB	18.913545139788013	0.001	unweighted	1881	1881
1253	hdeB	12.441949658526235	0.001	unweighted	1881	1881
1254	yedQ	4.5264565240904755	0.001	unweighted	1932	1932
1255	rarA	7.528227035883287	0.001	unweighted	1939	1939
1256	sdhB	13.68991191986867	0.001	unweighted	1935	1935
1257	yfcA	5.957944178000107	0.001	unweighted	1934	1934
1258	rspB_2	10.26672844216182	0.001	unweighted	1895	1895
1259	ycjZ_2	18.78730563581976	0.001	unweighted	1946	1946
1260	ykfF	9.492576630121107	0.001	unweighted	1867	1867
1261	hscB	3.7502681700161395	0.003	unweighted	1938	1938
1262	hybA	9.701288106094035	0.001	unweighted	1881	1881
1263	hflC_1	22.60655770836581	0.001	unweighted	1945	1945
1264	rppH	19.760688376157464	0.001	unweighted	1938	1938
1265	znuB_2	8.977119974842534	0.001	unweighted	1943	1943
1266	hxlB	9.626977288646627	0.001	unweighted	1885	1885
1267	recG	18.234600584216633	0.001	unweighted	1936	1936
1268	ugpQ	11.516668859127728	0.001	unweighted	1887	1887
1269	tamB	10.866948352861048	0.001	unweighted	1927	1927
1270	yciQ	9.665787607902754	0.001	unweighted	1885	1885
1271	folM	4.698418379370625	0.001	unweighted	1933	1933
1272	gsiB	7.8824556665009595	0.001	unweighted	1884	1884
1273	dxs	20.206088714390546	0.001	unweighted	1886	1886
1274	rihC	11.784357465500557	0.001	unweighted	1884	1884
1275	chiP	18.18195530792714	0.001	unweighted	1886	1886
1276	bamB	4.893572599733491	0.002	unweighted	1934	1934
1277	rplT	4.900454812355253	0.001	unweighted	1935	1935
1278	yedE	6.316235087759916	0.001	unweighted	1881	1881
1279	yhhK	11.434645105083812	0.001	unweighted	1926	1926
1280	rspA_1	6.569480688413433	0.001	unweighted	1898	1898
1281	ycjY_1	6.185278450603663	0.001	unweighted	1895	1895
1282	marC	3.785660173630067	0.004	unweighted	1932	1932
1283	moeA	6.137331775894182	0.001	unweighted	1932	1932
1284	norR	24.47690476267153	0.001	unweighted	1928	1928
1285	ydjF	6.431540137205822	0.001	unweighted	1883	1883
1286	araE_1	23.73993434346522	0.001	unweighted	1898	1898
1287	ydcO	10.299770219491922	0.001	unweighted	1907	1907
1288	mutT	10.010303834479986	0.001	unweighted	1934	1934
1289	yejK	6.495823160942411	0.001	unweighted	1880	1880
1290	pdxB	5.633382084732706	0.001	unweighted	1929	1929
1291	preT	5.845724754719221	0.001	unweighted	1883	1883
1292	yifB	10.516853928795388	0.001	unweighted	1914	1914
1293	ydjL	5.672042868617935	0.001	unweighted	1883	1883
1294	pflB_2	5.687822173224148	0.001	unweighted	1898	1898
1295	yhhA	11.57142919417209	0.001	unweighted	1887	1887
1296	galE	19.125837018435586	0.001	unweighted	1895	1895
1297	pspF	8.797110220068257	0.001	unweighted	1930	1930
1298	yejA	5.6289116621584	0.001	unweighted	1877	1877
1299	glnE	6.673598742676938	0.001	unweighted	1919	1919
1300	nudJ	7.233938350769189	0.001	unweighted	1933	1933
1301	yhaH	6.603546854359166	0.001	unweighted	1921	1921
1302	tar	5.556411513764119	0.001	unweighted	1884	1884
1303	yddB	5.622372461807423	0.001	unweighted	1881	1881
1304	fryB	5.843256933427661	0.001	unweighted	1885	1885
1305	mtfA	4.297490674125054	0.002	unweighted	1931	1931
1306	arnB_1	6.062906579171201	0.001	unweighted	1947	1947
1307	ygcR	22.724909872563217	0.001	unweighted	1936	1936
1308	pdxH	5.3639945996191	0.001	unweighted	1878	1878
1309	yfdX	5.18536549929097	0.001	unweighted	1886	1886
1310	kbaZ_2	6.153875209017706	0.001	unweighted	1897	1897
1311	dcuB	12.882347310200121	0.001	unweighted	1881	1881
1312	dsbG	16.93530222806537	0.001	unweighted	1934	1934
1313	lysA	22.493529901159818	0.001	unweighted	1876	1876
1314	loiP	21.712664265023967	0.001	unweighted	1884	1884
1315	yihV_1	19.27056291260735	0.001	unweighted	1946	1946
1316	garD_4	6.941912446511048	0.001	unweighted	1875	1875
1317	ytfR	12.47829282693292	0.001	unweighted	1880	1880
1318	yaiA	20.443747780594396	0.001	unweighted	1885	1885
1319	eco	5.1289750222442905	0.001	unweighted	1927	1927
1320	dhaM	9.555407587442486	0.001	unweighted	1879	1879
1321	ftsQ	10.452854596304388	0.001	unweighted	1937	1937
1322	ybiV	7.2528397705118826	0.001	unweighted	1888	1888
1323	iraD	11.777177599063478	0.001	unweighted	1881	1881
1324	znuA	6.418532214191844	0.001	unweighted	1925	1925
1325	rhaM	10.637803282617138	0.001	unweighted	1894	1894
1326	tadA	5.054368723154111	0.001	unweighted	1885	1885
1327	ompW	7.601280963069033	0.001	unweighted	1924	1924
1328	ybcI	16.606869852681243	0.001	unweighted	1935	1935
1329	azoR	12.675035005283371	0.001	unweighted	1855	1855
1330	ycjM	10.973187925021296	0.001	unweighted	1878	1878
1331	ynfC	5.695535109788768	0.001	unweighted	1878	1878
1332	menC	6.411017144486748	0.001	unweighted	1885	1885
1333	rpoH	8.228980105446167	0.001	unweighted	1927	1927
1334	flu_2	23.572050311608905	0.001	unweighted	1871	1871
1335	rop	2.612038402657776	0.026	unweighted	1826	1826
1336	rob_2	26.45778499875111	0.001	unweighted	1896	1896
1337	pyrG	23.040036275352914	0.001	unweighted	1883	1883
1338	aceK	10.603025053051972	0.001	unweighted	1929	1929
1339	grxA	7.401730194120013	0.001	unweighted	1882	1882
1340	rpsT	10.134272334270051	0.001	unweighted	1934	1934
1341	ygiM	7.927576882800827	0.001	unweighted	1924	1924
1342	fsaB	11.0093877663859	0.001	unweighted	1889	1889
1343	trpE	10.433383155411835	0.001	unweighted	1883	1883
1344	bglG_2	20.896812989374542	0.001	unweighted	1898	1898
1345	nac	4.895577810767678	0.001	unweighted	1926	1926
1346	ydfI_2	27.994405723329884	0.001	unweighted	1898	1898
1347	proA	17.394225506002932	0.001	unweighted	1931	1931
1348	fenF	5.292407481902898	0.001	unweighted	1873	1873
1349	cirA_2	14.65571862164762	0.001	unweighted	1949	1949
1350	glmS	17.7658504044553	0.001	unweighted	1887	1887
1351	dmsD	6.154875153585702	0.001	unweighted	1878	1878
1352	cidA_2	11.16183859515113	0.001	unweighted	1895	1895
1353	dnaA	18.673240104162932	0.001	unweighted	1939	1939
1354	cysJ	22.988941168933895	0.001	unweighted	1931	1931
1355	prfB	18.553495019793477	0.001	unweighted	1934	1934
1356	yfgD	4.440534336204102	0.001	unweighted	1939	1939
1357	mntH	5.30560729775824	0.001	unweighted	1887	1887
1358	ybjS_2	5.39742520157981	0.001	unweighted	1949	1949
1359	ariR	10.21986015871033	0.001	unweighted	1871	1871
1360	ves	4.649344754028953	0.001	unweighted	1930	1930
1361	dltA_1	4.0929966570989205	0.002	unweighted	1950	1950
1362	yheS	10.188484205023785	0.001	unweighted	1866	1866
1363	xylR	17.52030838653119	0.001	unweighted	1887	1887
1364	fimD_1	5.32101377571967	0.001	unweighted	1947	1947
1365	acs	10.898968549620543	0.001	unweighted	1881	1881
1366	yhbT	8.662562677889944	0.001	unweighted	1936	1936
1367	ydiP	5.839225841081242	0.001	unweighted	1884	1884
1368	lpxT	4.420201447110562	0.002	unweighted	1922	1922
1369	dnaK	9.885382539011744	0.001	unweighted	1928	1928
1370	yegS	5.528574702764678	0.001	unweighted	1938	1938
1371	flgL_1	30.533197069721297	0.001	unweighted	1943	1943
1372	rnhB	9.783121419116176	0.001	unweighted	1934	1934
1373	rpoB	8.715089920005196	0.001	unweighted	1923	1923
1374	ycjG	8.544963898901788	0.001	unweighted	1921	1921
1375	aceA	8.88031979101088	0.001	unweighted	1929	1929
1376	ynhG	5.326934352274458	0.001	unweighted	1884	1884
1377	nrdA	4.615223531926192	0.002	unweighted	1926	1926
1378	fimZ_6	26.149539022054288	0.001	unweighted	1937	1937
1379	ybjJ	7.335504377142319	0.001	unweighted	1885	1885
1380	ispG	3.2095451369518995	0.004	unweighted	1936	1936
1381	tolC	8.858315535304605	0.001	unweighted	1886	1886
1382	fadE	5.045286197638747	0.001	unweighted	1928	1928
1383	csgB	8.981021294203433	0.001	unweighted	1886	1886
1384	acpT	10.982970600320128	0.001	unweighted	1881	1881
1385	bcp	4.865835359711852	0.002	unweighted	1937	1937
1386	argH	8.701704724086152	0.001	unweighted	1931	1931
1387	secA_3	34.46001577965757	0.001	unweighted	1890	1890
1388	tdcC	9.55842148115615	0.001	unweighted	1873	1873
1389	epmC	5.559683055405989	0.002	unweighted	1883	1883
1390	arnA	4.019285229119112	0.001	unweighted	1929	1929
1391	ygiS	9.25782517714881	0.001	unweighted	1882	1882
1392	nth	5.678161016493584	0.001	unweighted	1924	1924
1393	pphB	23.11681439373424	0.001	unweighted	1884	1884
1394	aidB	12.978665503038142	0.001	unweighted	1883	1883
1395	moaD	6.182207021552515	0.001	unweighted	1930	1930
1396	umuC	10.004166567484024	0.001	unweighted	1887	1887
1397	glcC	9.071569986939153	0.001	unweighted	1935	1935
1398	glmM	5.517081831842602	0.001	unweighted	1930	1930
1399	yeiI	6.028724314068785	0.001	unweighted	1878	1878
1400	xylF	17.703437895188006	0.001	unweighted	1885	1885
1401	icd_2	6.786688424239957	0.001	unweighted	1931	1931
1402	mltF	4.9768555477519145	0.002	unweighted	1884	1884
1403	ydgJ	4.778703124482664	0.001	unweighted	1927	1927
1404	ycjS	8.872780825536141	0.001	unweighted	1926	1926
1405	rraB	12.736715514842752	0.001	unweighted	1885	1885
1406	yiaN_2	8.905821159258652	0.001	unweighted	1951	1951
1407	yadG	10.282173294249839	0.001	unweighted	1933	1933
1408	rpsJ	5.635338222038187	0.001	unweighted	1932	1932
1409	hyaC	7.893479041576653	0.001	unweighted	1886	1886
1410	yajI	20.456833186845287	0.001	unweighted	1891	1891
1411	ribB	9.841241972443575	0.001	unweighted	1921	1921
1412	frwB_1	17.071437072546733	0.001	unweighted	1899	1899
1413	topA	10.336818216702886	0.001	unweighted	1885	1885
1414	fis	7.42608540512813	0.001	unweighted	1939	1939
1415	ybdZ	16.689233944638886	0.001	unweighted	1934	1934
1416	yadM	11.760375293639012	0.001	unweighted	1883	1883
1417	hns_3	3.3507384254566963	0.005	unweighted	1884	1884
1418	yajC	15.786532205527497	0.001	unweighted	1936	1936
1419	csiR	23.28496538956599	0.001	unweighted	1888	1888
1420	mzrA	9.512476334389707	0.001	unweighted	1872	1872
1421	pduD	5.159806241275414	0.001	unweighted	1885	1885
1422	uxaA	9.45858192458192	0.001	unweighted	1875	1875
1423	yggW	17.887218117623256	0.001	unweighted	1930	1930
1424	argB	10.739588070550418	0.001	unweighted	1935	1935
1425	cyoB	20.410167228635963	0.001	unweighted	1881	1881
1426	fhuC_2	10.91629804504595	0.001	unweighted	1948	1948
1427	cbeA	9.447979836010626	0.001	unweighted	1844	1844
1428	ydiN	5.618337897257502	0.001	unweighted	1882	1882
1429	pstC	14.124072079833724	0.001	unweighted	1937	1937
1430	yhbJ	5.742330106247601	0.001	unweighted	1933	1933
1431	yeeT_2	26.486906387078207	0.001	unweighted	1874	1874
1432	zur	7.404366732822616	0.001	unweighted	1934	1934
1433	dacB	7.896109477444753	0.001	unweighted	1931	1931
1434	arnF	4.90030282595579	0.001	unweighted	1931	1931
