	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
1903	argT_1	2.799236863112867	0.02	unweighted	1205	1205
1904	ydjA	3.546661051746756	0.005	unweighted	1166	1166
1905	glgA	2.203844091075789	0.054	unweighted	1171	1171
1906	yciV	4.786736810128752	0.003	unweighted	1181	1181
1907	ybgU	3.671218241103847	0.004	unweighted	1172	1172
1908	bamE	4.371352330994728	0.002	unweighted	1167	1167
1909	rplS	4.860222019628057	0.001	unweighted	1171	1171
1910	vgrG1_1	8.087051491749964	0.001	unweighted	1197	1197
1911	tsr	3.3957012118400045	0.007	unweighted	1144	1144
1912	yaiL	3.209630102119207	0.007	unweighted	1169	1169
1913	higB_1	5.101751732657901	0.001	unweighted	1203	1203
1914	hybF	2.5790958536099144	0.026	unweighted	1174	1174
1915	ykfA	2.3695993067019563	0.046	unweighted	1168	1168
1916	rbn	3.446319764410757	0.005	unweighted	1165	1165
1917	kdsD_3	2.9885108467293438	0.002	unweighted	1200	1200
1918	yfcF	2.778308748891362	0.019	unweighted	1157	1157
1919	rplN_2	8.031258938687738	0.001	unweighted	1158	1158
1920	yhhX	3.2892461787331326	0.007	unweighted	1167	1167
1921	yedV	3.908011657043535	0.001	unweighted	1164	1164
1922	prpR	2.8933714085207276	0.019	unweighted	1154	1154
1923	yihU	2.6055917232758308	0.016	unweighted	1175	1175
1924	yqeF	3.36443777583009	0.003	unweighted	1160	1160
1925	dcd	3.2642249339386114	0.007	unweighted	1167	1167
1926	yaaU_2	5.316311991106251	0.001	unweighted	1205	1205
1927	kptA	3.060325814236325	0.007	unweighted	1183	1183
1928	yciC_2	6.384373254647062	0.001	unweighted	1203	1203
1929	higA_2	5.341417505188725	0.002	unweighted	1204	1204
1930	ybiO	3.8314894008538984	0.001	unweighted	1152	1152
1931	ugpB	3.1571986658698	0.008	unweighted	1160	1160
1932	ftsH	2.371217801968684	0.038	unweighted	1158	1158
1933	ycgL	4.794899792500452	0.002	unweighted	1169	1169
1934	yciB	5.98209802752284	0.001	unweighted	1173	1173
1935	wcaC	2.890754592380801	0.014	unweighted	1156	1156
1936	ompN	4.063729425577045	0.001	unweighted	1125	1125
1937	yccS_2	6.299261951604083	0.001	unweighted	1202	1202
1938	rhaT	2.7770663601876477	0.019	unweighted	1174	1174
1939	mreB	2.248992844981662	0.049	unweighted	1160	1160
1940	zapE	3.0460263827536216	0.012	unweighted	1170	1170
1941	tyrP	4.040521662403233	0.001	unweighted	1171	1171
1942	rhtA	4.294960956742101	0.001	unweighted	1140	1140
1943	nfsA	3.8479613355921836	0.001	unweighted	1148	1148
1944	waaY	2.9965786224504183	0.011	unweighted	1166	1166
1945	ftsB	4.2761370284346825	0.003	unweighted	1168	1168
1946	ecpC	3.0862279930574	0.009	unweighted	1162	1162
1947	gspD_2	3.656192242766884	0.001	unweighted	1206	1206
1948	ybgK	4.031647501971467	0.001	unweighted	1165	1165
1949	rplM	3.0170602166267	0.007	unweighted	1168	1168
1950	ynbA	5.989304658417342	0.001	unweighted	1117	1117
1951	yciH	5.113665062575921	0.001	unweighted	1173	1173
1952	wcaI	2.5808100352084513	0.024	unweighted	1144	1144
1953	lysR	3.6649963186942474	0.002	unweighted	1165	1165
1954	panC	4.257349788852197	0.002	unweighted	1160	1160
1955	aes_1	5.679184469672689	0.001	unweighted	1207	1207
1956	yjhH	3.710013531287983	0.003	unweighted	1164	1164
1957	yjaA	3.434951597846596	0.002	unweighted	1167	1167
1958	dppD_1	8.83851694239908	0.001	unweighted	1210	1210
1959	COQ5_1	5.414995808144959	0.001	unweighted	1202	1202
1960	rsmI_1	2.7642155916711384	0.002	unweighted	1209	1209
1961	yjfF	3.5185940961917064	0.004	unweighted	1140	1140
1962	ygjH	2.5182489034823625	0.022	unweighted	1175	1175
1963	edd	3.0394428999248624	0.018	unweighted	1145	1145
1964	ypeA	2.628375590965873	0.03	unweighted	1178	1178
1965	cbeA_2	5.5963331912583705	0.001	unweighted	1207	1207
1966	ydcV	4.941905366801294	0.001	unweighted	1168	1168
1967	mutM	2.980317282143921	0.015	unweighted	1179	1179
1968	npr_2	3.969732882574747	0.001	unweighted	1207	1207
1969	treC	2.766032465015849	0.016	unweighted	1129	1129
1970	nanC_2	6.798945218205282	0.001	unweighted	1201	1201
1971	lpxM	3.6887899344914876	0.004	unweighted	1168	1168
1972	ydiI	3.9870873891968426	0.003	unweighted	1173	1173
1973	fklB	3.3073800832211706	0.005	unweighted	1143	1143
1974	intA_2	6.8710621346554825	0.001	unweighted	1203	1203
1975	cyoE	4.997517719444574	0.001	unweighted	1167	1167
1976	ligA	2.449725383223669	0.029	unweighted	1157	1157
1977	cpdB_1	4.652885893556722	0.001	unweighted	1209	1209
1978	asnA	2.947205101938391	0.013	unweighted	1189	1189
1979	ybcF_1	5.1529160565259655	0.001	unweighted	1204	1204
1980	argE	3.220638950591251	0.006	unweighted	1161	1161
1981	amiA	2.5963433693115885	0.016	unweighted	1171	1171
1982	ihfA	3.691611850753269	0.006	unweighted	1164	1164
1983	rpsG	3.4527453375413155	0.003	unweighted	1166	1166
1984	mipA	3.5990576185295815	0.004	unweighted	1174	1174
1985	mraY	2.9973379316759834	0.006	unweighted	1159	1159
1986	envR	2.2016831212675543	0.052	unweighted	1165	1165
1987	rdgB	3.8863829495343203	0.001	unweighted	1168	1168
1988	cdh	2.5329852704774973	0.021	unweighted	1176	1176
1989	ribE	3.9019167178640934	0.003	unweighted	1172	1172
1990	ymfM	3.3199428253040675	0.003	unweighted	1169	1169
1991	yacG	4.2349480872242005	0.001	unweighted	1154	1154
1992	rpsM	3.4985598496561834	0.003	unweighted	1167	1167
1993	hyaD	3.638644160281494	0.002	unweighted	1169	1169
1994	ycjT	3.957310109126519	0.001	unweighted	1160	1160
1995	cmk	3.786544059489727	0.002	unweighted	1174	1174
1996	ycdZ	3.89073700849861	0.002	unweighted	1172	1172
1997	csrD	2.0316427584884797	0.061	unweighted	1161	1161
1998	nrdR	3.6128958065183734	0.001	unweighted	1173	1173
1999	plsC	3.1874489828177466	0.004	unweighted	1168	1168
2000	xylA	3.1226149069790416	0.009	unweighted	1168	1168
2001	mltA	4.310011031222266	0.002	unweighted	1170	1170
2002	ompA_1	3.0421052412988305	0.001	unweighted	1206	1206
2003	cysS	10.314230604869554	0.001	unweighted	1172	1172
2004	moaC	3.281684042209331	0.007	unweighted	1143	1143
2005	dnaX	3.8181208462562806	0.005	unweighted	1156	1156
2006	hsrA	4.196350207593314	0.002	unweighted	1170	1170
2007	glcD	2.5438803399401753	0.028	unweighted	1152	1152
2008	arnF	2.869157339928892	0.015	unweighted	1168	1168
2009	dacB	2.5829185529008867	0.024	unweighted	1173	1173
2010	cyaA	3.1996528526308046	0.009	unweighted	1173	1173
2011	proX	4.501990678620943	0.001	unweighted	1169	1169
2012	yrfG	2.7435217003090213	0.02	unweighted	1169	1169
2013	argO	4.075810478393408	0.001	unweighted	1170	1170
2014	yadD_4	4.650398418013481	0.001	unweighted	1200	1200
2015	yfjQ_5	9.474672684510164	0.001	unweighted	1152	1152
2016	tdcD	2.9116434056861187	0.014	unweighted	1153	1153
2017	fadB	2.4479699757191176	0.03	unweighted	1158	1158
2018	surA	2.690264226897045	0.014	unweighted	1164	1164
2019	csgE	4.298593482594657	0.002	unweighted	1177	1177
2020	acpS	3.1160521672976	0.005	unweighted	1156	1156
2021	yajO_2	4.7798398819465975	0.001	unweighted	1208	1208
2022	torR_4	3.271230368145326	0.001	unweighted	1212	1212
2023	potG	3.816553049484912	0.002	unweighted	1127	1127
2024	aceF	4.622518939675341	0.001	unweighted	1155	1155
2025	yoaD	3.750390692737725	0.004	unweighted	1169	1169
2026	nrdF	4.878635636520278	0.001	unweighted	1169	1169
2027	ybjM	3.593568224694704	0.002	unweighted	1136	1136
2028	uidB	3.308316442352794	0.006	unweighted	1152	1152
2029	lldR	2.9833426705712847	0.007	unweighted	1149	1149
2030	ynaI	4.658240819621868	0.001	unweighted	1142	1142
2031	rpoE	3.3695647851759367	0.001	unweighted	1163	1163
2032	degQ	2.84706463839523	0.017	unweighted	1171	1171
2033	rbsC_1	7.120185360592016	0.001	unweighted	1208	1208
2034	cysG	2.9355886850281916	0.016	unweighted	1161	1161
2035	yegT	3.0651870151806744	0.009	unweighted	1169	1169
2036	dltC	3.6722851897916446	0.003	unweighted	1169	1169
2037	yheT	3.0929897946667317	0.008	unweighted	1162	1162
2038	yhbS	2.7254261071688357	0.02	unweighted	1168	1168
2039	fiu	4.27854809243916	0.003	unweighted	1133	1133
2040	cbpM	3.6777011632258825	0.001	unweighted	1167	1167
2041	damX	3.405509574263995	0.006	unweighted	1175	1175
2042	agaA	2.0509344461985557	0.062	unweighted	1165	1165
2043	fnr	4.229287382953026	0.001	unweighted	1146	1146
2044	psd	3.164734263082405	0.007	unweighted	1174	1174
2045	yfgC	3.2282675114540806	0.012	unweighted	1164	1164
2046	glxK	3.230590797448342	0.005	unweighted	1171	1171
2047	intB_1	2.7992313231596704	0.011	unweighted	1205	1205
2048	fhlA	4.2993699149993825	0.003	unweighted	1163	1163
2049	cysM	2.4707875081374033	0.027	unweighted	1166	1166
2050	yhbY	2.4320049094786653	0.032	unweighted	1177	1177
2051	eno	4.284385577852592	0.002	unweighted	1167	1167
2052	dmsC	3.075982248356287	0.007	unweighted	1163	1163
2053	yggD	3.6932432942832554	0.003	unweighted	1176	1176
2054	trpB	5.294788613159238	0.001	unweighted	1165	1165
2055	yfgI	2.589857490734321	0.026	unweighted	1169	1169
2056	rho	3.3367093382528537	0.002	unweighted	1174	1174
2057	rpsS	3.7069441876535656	0.003	unweighted	1175	1175
2058	ecfT	3.869289161575753	0.002	unweighted	1170	1170
2059	tusA_1	4.373107490899509	0.001	unweighted	1200	1200
2060	ydjH_2	3.4525724992001634	0.002	unweighted	1208	1208
2061	dinG_1	5.512569000293891	0.001	unweighted	1204	1204
2062	tauB	3.7778311054367757	0.004	unweighted	1160	1160
2063	yjdF_1	3.5109854875056854	0.004	unweighted	1203	1203
2064	ybjG	4.109421081533821	0.001	unweighted	1147	1147
2065	ynfD	3.888779170997768	0.003	unweighted	1178	1178
2066	fadD_1	3.1442992590601024	0.002	unweighted	1210	1210
2067	menD	3.273596812140766	0.008	unweighted	1162	1162
2068	holA	3.465100790681845	0.004	unweighted	1164	1164
2069	purR	4.253108482995865	0.001	unweighted	1176	1176
2070	ykfG_2	3.1061053496989675	0.008	unweighted	1202	1202
2071	cspE	3.591122292191869	0.006	unweighted	1171	1171
2072	groL	3.3004480652179096	0.006	unweighted	1166	1166
2073	ybaQ	4.2005982712372365	0.003	unweighted	1156	1156
2074	uspE	4.915395125567826	0.002	unweighted	1146	1146
2075	tabA_1	3.3312331672220594	0.001	unweighted	1206	1206
2076	rsmG	3.2205822646184625	0.005	unweighted	1188	1188
2077	hycE	4.112849137870391	0.001	unweighted	1164	1164
2078	acrF	2.9173082803162695	0.005	unweighted	1162	1162
2079	citE	3.892607708962719	0.002	unweighted	1164	1164
2080	fdhF_2	4.174081085930093	0.002	unweighted	1208	1208
2081	mglA	2.5752768202301843	0.024	unweighted	1161	1161
2082	caiT	2.7275234175647256	0.02	unweighted	1161	1161
2083	tehA	4.242246356647158	0.002	unweighted	1142	1142
2084	rlmM	3.805004896468259	0.005	unweighted	1174	1174
2085	fepB	3.928609783702404	0.002	unweighted	1160	1160
2086	gltP	2.7801936278254598	0.014	unweighted	1157	1157
2087	appA	2.984905377468899	0.012	unweighted	1170	1170
2088	hisG	3.119418732591617	0.012	unweighted	1172	1172
2089	pepB	3.078798908309987	0.004	unweighted	1160	1160
2090	osmB	5.126948073148576	0.001	unweighted	1176	1176
2091	fhuE	4.338958449094924	0.001	unweighted	1150	1150
2092	yeeA	2.920231802080415	0.013	unweighted	1138	1138
2093	kdsA	5.0277883700940205	0.001	unweighted	1166	1166
2094	ubiC	2.8950777746270617	0.012	unweighted	1165	1165
2095	yigL	2.9240053740057284	0.012	unweighted	1169	1169
2096	mnmA	3.76265761315797	0.005	unweighted	1174	1174
2097	yebF	3.454193108026618	0.004	unweighted	1169	1169
2098	gadB	8.216605774977817	0.001	unweighted	1122	1122
2099	cbtA_1	3.1924673937455292	0.003	unweighted	1205	1205
2100	ydbK	3.3403816085461204	0.004	unweighted	1118	1118
2101	yhgA	3.456985098723708	0.006	unweighted	1165	1165
2102	rcsA	3.262193352066931	0.007	unweighted	1144	1144
2103	rlmG	2.5148210470196775	0.033	unweighted	1172	1172
2104	hslV	2.7086881515115464	0.018	unweighted	1165	1165
2105	pflC	3.22216262069589	0.008	unweighted	1167	1167
2106	sgrT	3.239054290388176	0.007	unweighted	1175	1175
2107	essD	4.537235745206319	0.002	unweighted	1168	1168
2108	hisM	2.9393695143328364	0.008	unweighted	1170	1170
2109	lptB	2.7603334810641216	0.017	unweighted	1165	1165
2110	gloA	3.859049708383511	0.001	unweighted	1177	1177
2111	ibpB	3.0189765825562094	0.013	unweighted	1187	1187
2112	yeeS_2	8.63119573766863	0.001	unweighted	1134	1134
2113	can	4.823830116336938	0.001	unweighted	1166	1166
2114	ybhR	3.4607350434697355	0.011	unweighted	1130	1130
2115	entS	4.138703687209204	0.001	unweighted	1164	1164
2116	acpP_1	3.2346261189237366	0.001	unweighted	1210	1210
2117	bfd	3.427513524652947	0.006	unweighted	1170	1170
2118	sohB	5.485643919258889	0.001	unweighted	1174	1174
2119	manX_1	5.307865974541688	0.001	unweighted	1209	1209
2120	kefG	2.8753794909280637	0.015	unweighted	1182	1182
2121	yfeH	2.9565343996088647	0.011	unweighted	1172	1172
2122	truD	4.605696147667817	0.001	unweighted	1181	1181
2123	mbtI	3.546806439896774	0.003	unweighted	1175	1175
2124	dctR	3.040981300401753	0.01	unweighted	1174	1174
2125	yjiK	3.2593394829639317	0.008	unweighted	1165	1165
2126	pqqL	3.8066187539988285	0.002	unweighted	1152	1152
2127	ykgH	3.736552676202955	0.005	unweighted	1181	1181
2128	gcvT	3.905582071477105	0.002	unweighted	1156	1156
2129	iucC	3.016278241473152	0.014	unweighted	1028	1028
2130	lipA	3.3283860050626277	0.007	unweighted	1154	1154
2131	nmpC_1	5.125662465479074	0.001	unweighted	1203	1203
2132	murI	2.6078800861101556	0.024	unweighted	1170	1170
2133	cobT	3.7613844822437597	0.004	unweighted	1152	1152
2134	ydeR	4.939486006024832	0.001	unweighted	1177	1177
2135	yqjA	2.690777036736431	0.019	unweighted	1170	1170
2136	gph	3.3319085553469043	0.006	unweighted	1160	1160
2137	zipA	2.6934096430463605	0.016	unweighted	1155	1155
2138	hemH	4.656602054142927	0.001	unweighted	1168	1168
2139	gntT	2.5696897555301392	0.02	unweighted	1160	1160
2140	cusA	4.18979451561704	0.004	unweighted	1144	1144
2141	cpsB_1	3.5344312881564566	0.003	unweighted	1211	1211
2142	ptrA	3.1829669917512415	0.005	unweighted	1164	1164
2143	fepA_1	3.4396162209765477	0.001	unweighted	1204	1204
2144	torS	2.6672718812564793	0.022	unweighted	1152	1152
2145	ybaO	3.976375789629506	0.002	unweighted	1166	1166
2146	chaC	5.957815577639274	0.001	unweighted	1181	1181
2147	purL	5.556067221653459	0.001	unweighted	1140	1140
2148	asr	3.9785479280944474	0.003	unweighted	1168	1168
2149	ybhF	3.298089527761432	0.011	unweighted	1119	1119
2150	creC	2.7085232500702596	0.026	unweighted	1164	1164
2151	era_2	3.288004013357245	0.001	unweighted	1213	1213
2152	atoC	3.6580577581272147	0.005	unweighted	1154	1154
2153	poxB	3.9952506357944664	0.003	unweighted	1119	1119
2154	ttcA	4.847582776376954	0.001	unweighted	1146	1146
2155	torY	3.776894818500145	0.002	unweighted	1176	1176
2156	ychA	4.593402963850508	0.001	unweighted	1168	1168
2157	ybaE	3.6935337248353117	0.002	unweighted	1169	1169
2158	rpmD	3.5329216778582087	0.003	unweighted	1165	1165
2159	ampE	4.3172639648162345	0.001	unweighted	1170	1170
2160	fimC_1	3.723240482457803	0.001	unweighted	1204	1204
2161	puuA	3.358699230631506	0.007	unweighted	1163	1163
2162	mdlB	3.63493873077835	0.006	unweighted	1170	1170
2163	nrfG	2.7850545029627463	0.012	unweighted	1171	1171
2164	purF	3.2037427194203327	0.007	unweighted	1159	1159
2165	nfrB	4.385506510750946	0.001	unweighted	1159	1159
2166	nikC	2.3214583308179786	0.044	unweighted	1173	1173
2167	fldC	3.310217317742097	0.006	unweighted	1178	1178
2168	mscK	4.415260673645395	0.001	unweighted	1160	1160
2169	acrR	4.748764218056515	0.001	unweighted	1162	1162
2170	mrdA	2.9381577127216065	0.007	unweighted	1156	1156
2171	znuB_3	4.309498871286686	0.001	unweighted	1205	1205
2172	hisS	2.8775787579396854	0.014	unweighted	1163	1163
2173	malY_1	4.522706977851422	0.001	unweighted	1207	1207
2174	rbsR	3.882097317360136	0.002	unweighted	1091	1091
2175	frdD	2.9898544568181076	0.007	unweighted	1168	1168
2176	yjiA	3.0441334356143694	0.016	unweighted	1151	1151
2177	gltD	2.182760030156325	0.065	unweighted	1154	1154
2178	murC	3.431756340054781	0.01	unweighted	1161	1161
2179	queF	3.722344089693803	0.007	unweighted	1180	1180
2180	leuA	2.898888591490891	0.009	unweighted	1156	1156
2181	insB-1	2.7299424653778797	0.02	unweighted	1179	1179
2182	phnJ	3.472247242250019	0.006	unweighted	1183	1183
2183	hemB	3.954480362159664	0.002	unweighted	1165	1165
2184	zraS	2.5393796757101197	0.026	unweighted	1168	1168
2185	yeaD	3.99023392019615	0.005	unweighted	1163	1163
2186	yicI	3.232145126699801	0.005	unweighted	1168	1168
2187	kdpC	3.297888665833634	0.004	unweighted	1170	1170
2188	ccdB	3.0157819728852964	0.01	unweighted	1172	1172
2189	lptG_1	4.313833877665127	0.001	unweighted	1210	1210
2190	assT	2.607631253864101	0.02	unweighted	1170	1170
2191	erpA	4.454204341691972	0.001	unweighted	1173	1173
2192	yjjW	2.994142303724905	0.005	unweighted	1180	1180
2193	ybjS_3	6.015054577679561	0.001	unweighted	1201	1201
2194	dtd	3.5068632910052084	0.006	unweighted	1176	1176
2195	thiC	2.6989567716371354	0.021	unweighted	1168	1168
2196	aroE	3.702663824706666	0.003	unweighted	1170	1170
2197	nlpC	3.2489213389272367	0.008	unweighted	1171	1171
2198	metB	2.979607293644507	0.011	unweighted	1158	1158
2199	fabR	2.991838844767893	0.009	unweighted	1170	1170
2200	uxuR_2	6.615156929632856	0.001	unweighted	1211	1211
2201	udk	3.3353383024388172	0.005	unweighted	1169	1169
2202	eutQ	2.796649678796476	0.012	unweighted	1174	1174
2203	gatY_2	3.3784374184210395	0.001	unweighted	1205	1205
2204	alr	3.2547971105378517	0.005	unweighted	1171	1171
2205	bcsB	3.13755129376449	0.007	unweighted	1158	1158
2206	atpC	3.286145876002307	0.008	unweighted	1182	1182
2207	sufC	4.395216697220284	0.001	unweighted	1172	1172
2208	ogl	4.811832982302525	0.002	unweighted	1167	1167
2209	hyi_1	4.5164519701175045	0.001	unweighted	1204	1204
2210	fliQ	4.1924204896161825	0.003	unweighted	1168	1168
2211	ymgD	4.997292429804573	0.001	unweighted	1180	1180
2212	metH	3.6173005677580505	0.002	unweighted	1142	1142
2213	alx	2.818445689290921	0.013	unweighted	1175	1175
2214	mdtE	2.052528404233126	0.066	unweighted	1159	1159
2215	ridA	2.9200717003352668	0.017	unweighted	1115	1115
2216	cheR	3.678083376840364	0.001	unweighted	1169	1169
2217	cbl	4.024073666911564	0.004	unweighted	1164	1164
2218	atpI	3.690896928993308	0.001	unweighted	1198	1198
2219	ybbY	3.990447180776744	0.003	unweighted	1171	1171
2220	ccmA	3.4688312005119664	0.003	unweighted	1181	1181
2221	yhjG	2.5859350593817343	0.029	unweighted	1149	1149
2222	aegA	3.342386651481643	0.009	unweighted	1167	1167
2223	nuoE	3.0712145400268005	0.008	unweighted	1160	1160
2224	trmI	4.49240009954796	0.001	unweighted	1171	1171
2225	yeaN	3.6096555948511257	0.003	unweighted	1165	1165
2226	pgl	3.9986395162659307	0.003	unweighted	1179	1179
2227	ptrB_1	4.240791544060296	0.002	unweighted	1209	1209
2228	psuG	2.964107760945301	0.01	unweighted	1170	1170
2229	tsaC_2	3.070979593924072	0.001	unweighted	1195	1195
2230	cirA_3	4.634705337452776	0.001	unweighted	1209	1209
2231	ugd_1	3.2913191282150875	0.003	unweighted	1201	1201
2232	axeA1_2	3.8235438389070793	0.004	unweighted	1196	1196
2233	araA	2.9665871895259848	0.011	unweighted	1171	1171
2234	ygfS	3.78405598560427	0.004	unweighted	1166	1166
2235	narI	5.868975919642957	0.001	unweighted	1164	1164
2236	nlpI	2.584126573319552	0.018	unweighted	1170	1170
2237	pgaB	3.463249223502955	0.005	unweighted	1155	1155
2238	malS	2.512768274461201	0.023	unweighted	1162	1162
2239	umuD_1	5.0173738807447075	0.001	unweighted	1203	1203
2240	thiI	3.6656814876918182	0.002	unweighted	1158	1158
2241	speD	4.161918302397837	0.001	unweighted	1166	1166
2242	nemA	3.5473884612343993	0.003	unweighted	1160	1160
2243	tatA	3.561312999208646	0.003	unweighted	1171	1171
2244	rfaH	2.45651912054622	0.027	unweighted	1172	1172
2245	flgK	4.147402535951899	0.002	unweighted	1163	1163
2246	gspA	3.842881381601467	0.004	unweighted	1179	1179
2247	fliE	3.216944643794118	0.009	unweighted	1168	1168
2248	nhoA	2.9227789808634608	0.015	unweighted	1164	1164
2249	lolE	4.257282714900434	0.002	unweighted	1167	1167
2250	ybbM	3.9990508569543053	0.002	unweighted	1172	1172
2251	msrQ	4.425548020383734	0.001	unweighted	1169	1169
2252	lrp	4.252115165061424	0.002	unweighted	1153	1153
2253	ldrD_2	3.5713559253944687	0.003	unweighted	1201	1201
2254	betI_1	6.339280992295544	0.001	unweighted	1211	1211
2255	yceG	3.640848225836262	0.001	unweighted	1171	1171
2256	xseB	4.052324902644024	0.002	unweighted	1162	1162
2257	mgsA	3.4405500905376307	0.007	unweighted	1177	1177
2258	feoB	3.54764130696057	0.002	unweighted	1150	1150
2259	yeeT_3	8.334140631020713	0.001	unweighted	1114	1114
2260	yidP	3.8932975714602063	0.002	unweighted	1162	1162
2261	yqiC	2.6934676805678324	0.019	unweighted	1174	1174
2262	rnk	3.465987518274778	0.003	unweighted	1163	1163
2263	fhuC_3	8.863844998398173	0.001	unweighted	1208	1208
2264	garK	2.0933345523069575	0.063	unweighted	1177	1177
2265	fau	3.8946385994323265	0.004	unweighted	1177	1177
2266	malG	2.6648931232961766	0.016	unweighted	1167	1167
2267	ilvD	3.303794033819326	0.006	unweighted	1163	1163
2268	insN-1_3	6.838375474936977	0.001	unweighted	1117	1117
2269	cmoB	3.316961937139201	0.004	unweighted	1172	1172
2270	priB	2.5507074840442323	0.031	unweighted	1153	1153
2271	glpK	2.6853256423835385	0.022	unweighted	1157	1157
2272	yjjI	2.9531349669997677	0.012	unweighted	1172	1172
2273	yhdW	2.3773495181399658	0.026	unweighted	1173	1173
2274	yehY	2.7821177237726986	0.02	unweighted	1179	1179
2275	fimE	3.1482336292655146	0.006	unweighted	1164	1164
2276	ydfZ	4.249431060860415	0.002	unweighted	1181	1181
2277	bglJ	3.6285389349923056	0.003	unweighted	1161	1161
2278	ppsE_2	4.269186806790468	0.001	unweighted	1202	1202
2279	yeaP	3.071683809317795	0.009	unweighted	1159	1159
2280	yidZ	2.7618301122987003	0.013	unweighted	1175	1175
2281	guaC	3.9799802789081467	0.003	unweighted	1160	1160
2282	ydhT	3.7659545382700537	0.003	unweighted	1171	1171
2283	artJ	4.136229820337038	0.001	unweighted	1130	1130
2284	birA	4.4022642839449455	0.001	unweighted	1174	1174
2285	nagB	3.568225277945622	0.003	unweighted	1158	1158
2286	yhjY	2.8809644247451924	0.022	unweighted	1159	1159
2287	nusG	2.9875736682579417	0.014	unweighted	1169	1169
2288	ilvN	3.0813265192522716	0.013	unweighted	1170	1170
2289	malM	4.457986283904549	0.001	unweighted	1163	1163
2290	psiE	2.9026972240954296	0.009	unweighted	1167	1167
2291	yeaM_1	4.8784192873613215	0.001	unweighted	1209	1209
2292	trxB	3.8840709799625768	0.003	unweighted	1147	1147
2293	narW	2.873913234336763	0.011	unweighted	1176	1176
2294	ygfM	3.0786352184638646	0.01	unweighted	1166	1166
2295	secA_2	5.524901249002144	0.001	unweighted	1204	1204
2296	glpA	2.7974231281768853	0.014	unweighted	1161	1161
2297	ansP	4.535186984796853	0.002	unweighted	1157	1157
2298	eutE	3.154222565011085	0.006	unweighted	1172	1172
2299	flgA	3.9019914788469543	0.004	unweighted	1170	1170
2300	rffE	3.1472159242686826	0.007	unweighted	1169	1169
2301	gspK	4.240302884294946	0.001	unweighted	1175	1175
2302	fliO	3.741014929102852	0.008	unweighted	1172	1172
2303	ybiC_1	5.392702433925855	0.001	unweighted	1207	1207
2304	pbpC	2.957003336191898	0.011	unweighted	1141	1141
2305	rpiA	4.2795174881091205	0.001	unweighted	1171	1171
2306	yniC	3.587271502446751	0.005	unweighted	1167	1167
2307	yceM	3.5757795524420777	0.003	unweighted	1172	1172
2308	msbA_1	5.899177861524103	0.001	unweighted	1213	1213
2309	dpiA	3.5741259839581105	0.002	unweighted	1167	1167
2310	accB	2.2963778645247275	0.053	unweighted	1162	1162
2311	ydhB_2	5.8712260011963995	0.001	unweighted	1210	1210
2312	uraA	3.032641724670571	0.012	unweighted	1166	1166
2313	pqiB_1	5.528909797217696	0.001	unweighted	1203	1203
2314	lolB	4.743970678447222	0.001	unweighted	1169	1169
2315	flgL	3.9444157937626163	0.004	unweighted	1164	1164
2316	eutH	3.142366775868039	0.007	unweighted	1174	1174
2317	uhpT	2.2574435735927367	0.056	unweighted	1166	1166
2318	rffH	3.3949894273017502	0.005	unweighted	1173	1173
2319	hupA	3.069739468493174	0.011	unweighted	1175	1175
2320	chbF	4.407554009394447	0.001	unweighted	1172	1172
2321	mgtA	9.363507910140203	0.001	unweighted	1114	1114
2322	cheA	3.452299689641556	0.004	unweighted	1159	1159
2323	ybeM	3.808132753719899	0.005	unweighted	1166	1166
2324	aaeA_2	4.590335837177693	0.001	unweighted	1206	1206
2325	ttgI	2.4727346685349576	0.022	unweighted	1152	1152
2326	ybbJ	4.440743187340134	0.001	unweighted	1169	1169
2327	yqiD	2.6872864177603044	0.016	unweighted	1177	1177
2328	thrA	3.1720438692658623	0.008	unweighted	1154	1154
2329	ydhY	4.297917565365393	0.001	unweighted	1180	1180
2330	apaH	3.0772209451829644	0.008	unweighted	1159	1159
2331	srlD	4.414946475682477	0.002	unweighted	1176	1176
2332	fdoH	2.620314789193546	0.028	unweighted	1157	1157
2333	yhdZ	2.392395995459802	0.034	unweighted	1156	1156
2334	aphA	4.061373063372862	0.002	unweighted	1180	1180
2335	yeeT_4	9.100149246763353	0.001	unweighted	1103	1103
2336	narZ	1.883690535168073	0.073	unweighted	1158	1158
2337	insN-1_4	9.539353010318461	0.001	unweighted	1113	1113
2338	ilvC	4.074926743757661	0.004	unweighted	1170	1170
2339	ulaF	2.951969156377827	0.005	unweighted	1161	1161
2340	garL	2.2936612413853044	0.048	unweighted	1174	1174
2341	rbsK_2	5.655103960412638	0.001	unweighted	1210	1210
2342	cadA	3.555117197295193	0.005	unweighted	1170	1170
2343	secM	2.617811978973941	0.025	unweighted	1179	1179
2344	shiA_2	7.512071724748875	0.001	unweighted	1204	1204
2345	nagE	3.325929185934818	0.004	unweighted	1150	1150
2346	fdhE	2.0867541702598316	0.071	unweighted	1152	1152
2347	artM	3.9199785282299375	0.002	unweighted	1145	1145
2348	guaD	3.066119011829902	0.012	unweighted	1156	1156
2349	glpF	2.5941636070459917	0.028	unweighted	1166	1166
2350	pdxA_1	4.873025294525898	0.001	unweighted	1206	1206
2351	gutQ	4.660146031310776	0.001	unweighted	1169	1169
